m/z,retention_time,p-value,t-score,custom_id
901.4064,40,0.229529544,1.25,AE_pos_901.4064_40
901.8943,40,0.155662849,1.49,AE_pos_901.8943_40
902.3799,40,0.342743966,0.98,AE_pos_902.3799_40
902.8448,41,0.001057185,-3.99,AE_pos_902.8448_41
903.3412,40,0.009922775,-2.92,AE_pos_903.3412_40
903.8024,40,0.065908689,-1.97,AE_pos_903.8024_40
904.3083,41,0.360715066,0.94,AE_pos_904.3083_41
904.814,40,0.655070228,0.46,AE_pos_904.814_40
877.0656,547,0.51675172,-0.66,AE_pos_877.0656_547
905.0553,46,0.599654007,-0.54,AE_pos_905.0553_46
905.1274,39,0.296288887,1.08,AE_pos_905.1274_39
905.1965,40,0.741704922,-0.34,AE_pos_905.1965_40
905.3381,40,0.145269357,1.53,AE_pos_905.3381_40
905.4708,39,0.77300835,0.29,AE_pos_905.4708_39
905.6036,41,0.711829559,-0.38,AE_pos_905.6036_41
905.7716,40,0.301907805,-1.07,AE_pos_905.7716_40
905.9021,40,0.397886131,-0.87,AE_pos_905.9021_40
906.0836,40,0.385148717,0.89,AE_pos_906.0836_40
906.153,39,0.173901019,-1.42,AE_pos_906.153_39
906.2145,39,0.9750965,-0.03,AE_pos_906.2145_39
906.2805,39,0.269222155,-1.14,AE_pos_906.2805_39
906.3693,39,0.003747579,-3.39,AE_pos_906.3693_39
906.4643,40,0.925112149,-0.1,AE_pos_906.4643_40
906.5564,39,0.589005612,-0.55,AE_pos_906.5564_39
906.6982,39,0.090117601,1.8,AE_pos_906.6982_39
906.8231,46,0.49502442,0.7,AE_pos_906.8231_46
907.0157,42,0.784972497,-0.28,AE_pos_907.0157_42
907.4077,41,0.457737305,0.76,AE_pos_907.4077_41
907.8212,42,0.433168138,-0.8,AE_pos_907.8212_42
908.1078,42,0.474723603,0.73,AE_pos_908.1078_42
908.3536,41,0.165784687,1.45,AE_pos_908.3536_41
908.5916,39,0.677952542,-0.42,AE_pos_908.5916_39
908.8259,44,0.52218905,0.65,AE_pos_908.8259_44
909.0147,39,0.569782938,-0.58,AE_pos_909.0147_39
909.2035,41,0.584723623,0.56,AE_pos_909.2035_41
909.4659,40,0.097824463,1.76,AE_pos_909.4659_40
909.8252,40,0.499643184,0.69,AE_pos_909.8252_40
910.1179,39,0.702775072,0.39,AE_pos_910.1179_39
910.3111,40,0.489922854,0.71,AE_pos_910.3111_40
910.5756,41,0.346936951,-0.97,AE_pos_910.5756_41
910.8576,41,0.000236101,-4.71,AE_pos_910.8576_41
911.0901,39,0.182590893,-1.39,AE_pos_911.0901_39
911.3671,40,0.000264428,-4.65,AE_pos_911.3671_40
911.8161,40,0.003020785,-3.49,AE_pos_911.8161_40
912.0908,41,0.768239474,-0.3,AE_pos_912.0908_41
912.3304,42,0.635181122,0.48,AE_pos_912.3304_42
912.5596,42,0.455987953,0.76,AE_pos_912.5596_42
912.8794,40,0.738655547,0.34,AE_pos_912.8794_40
913.364,39,0.119536351,1.64,AE_pos_913.364_39
913.784,40,0.7664847,-0.3,AE_pos_913.784_40
914.1327,39,0.094193534,-1.78,AE_pos_914.1327_39
914.4288,40,0.985569003,-0.02,AE_pos_914.4288_40
914.8799,40,0.307524906,-1.05,AE_pos_914.8799_40
915.3564,46,0.389933417,0.88,AE_pos_915.3564_46
915.8622,41,0.219534828,-1.28,AE_pos_915.8622_41
916.337,43,0.275920151,1.13,AE_pos_916.337_43
916.8198,39,0.738903988,-0.34,AE_pos_916.8198_39
917.2476,41,0.825475252,-0.22,AE_pos_917.2476_41
917.4744,39,0.98678818,0.02,AE_pos_917.4744_39
917.8369,43,0.014789433,2.73,AE_pos_917.8369_43
918.3208,40,0.304642317,1.06,AE_pos_918.3208_40
918.8242,41,0.185498506,-1.38,AE_pos_918.8242_41
919.1272,55,0.002817549,3.52,AE_pos_919.1272_55
919.403,43,0.00155005,-3.81,AE_pos_919.403_43
919.8549,40,0.840327072,-0.2,AE_pos_919.8549_40
920.1547,52,0.29525123,-1.08,AE_pos_920.1547_52
920.3581,41,0.26553846,-1.15,AE_pos_920.3581_41
920.5214,39,0.332505225,1,AE_pos_920.5214_39
920.7906,40,0.084888948,1.84,AE_pos_920.7906_40
921.077,44,0.019468295,2.6,AE_pos_921.077_44
921.298,39,0.903143537,-0.12,AE_pos_921.298_39
921.4949,39,0.893028221,0.14,AE_pos_921.4949_39
921.6556,40,0.888914153,-0.14,AE_pos_921.6556_40
921.8535,40,0.387489149,-0.89,AE_pos_921.8535_40
922.0441,39,0.699822134,-0.39,AE_pos_922.0441_39
922.3312,41,0.826882739,0.22,AE_pos_922.3312_41
922.8537,42,0.938214395,0.08,AE_pos_922.8537_42
923.3656,42,0.174224864,1.42,AE_pos_923.3656_42
923.662,40,0.482661963,0.72,AE_pos_923.662_40
923.8826,42,0.135103151,1.57,AE_pos_923.8826_42
924.3055,40,0.253184161,1.19,AE_pos_924.3055_40
924.5739,39,0.166657779,-1.45,AE_pos_924.5739_39
924.7563,41,0.48099151,0.72,AE_pos_924.7563_41
924.9533,40,0.235314042,-1.23,AE_pos_924.9533_40
925.2239,40,0.212188834,1.3,AE_pos_925.2239_40
925.5125,39,0.673150398,0.43,AE_pos_925.5125_39
925.8928,40,0.487725467,0.71,AE_pos_925.8928_40
926.3607,40,0.473513239,0.73,AE_pos_926.3607_40
926.7927,41,0.427222309,-0.81,AE_pos_926.7927_41
927.1065,40,0.516765793,-0.66,AE_pos_927.1065_40
927.3677,40,0.088343259,-1.81,AE_pos_927.3677_40
927.624,46,0.948904468,0.07,AE_pos_927.624_46
927.8765,42,0.222855938,-1.27,AE_pos_927.8765_42
928.1384,39,0.514643634,0.67,AE_pos_928.1384_39
928.3673,40,0.460403688,-0.76,AE_pos_928.3673_40
928.8096,40,0.024070596,2.49,AE_pos_928.8096_40
929.2115,40,0.172132217,-1.43,AE_pos_929.2115_40
929.4865,39,0.977453813,0.03,AE_pos_929.4865_39
929.8374,39,0.030262739,2.38,AE_pos_929.8374_39
930.1169,39,0.902730905,-0.12,AE_pos_930.1169_39
930.3421,43,0.028442573,2.41,AE_pos_930.3421_43
930.8266,40,0.367677003,0.93,AE_pos_930.8266_40
931.3598,41,0.529552148,0.64,AE_pos_931.3598_41
931.819,43,0.047793557,-2.14,AE_pos_931.819_43
932.0612,40,1.96E-05,-5.97,AE_pos_932.0612_40
932.3697,41,0.074310833,-1.91,AE_pos_932.3697_41
932.8519,40,0.001466498,-3.83,AE_pos_932.8519_40
933.1963,41,0.002295148,3.62,AE_pos_933.1963_41
933.4506,40,0.150117889,-1.51,AE_pos_933.4506_40
933.7877,40,0.677130855,-0.42,AE_pos_933.7877_40
934.074,43,0.620512503,0.5,AE_pos_934.074_43
934.2721,40,0.540601162,0.63,AE_pos_934.2721_40
934.4577,40,0.494926173,0.7,AE_pos_934.4577_40
935.3887,45,0.032520061,2.34,AE_pos_935.3887_45
935.8745,41,0.654108242,0.46,AE_pos_935.8745_41
936.3132,42,0.392865042,0.88,AE_pos_936.3132_42
936.532,42,0.595271147,0.54,AE_pos_936.532_42
936.8553,41,9.21E-05,-5.17,AE_pos_936.8553_41
937.3493,40,0.020570323,-2.57,AE_pos_937.3493_40
937.815,40,0.149328248,-1.51,AE_pos_937.815_40
938.0857,47,0.922555955,0.1,AE_pos_938.0857_47
938.3493,42,0.303548007,1.06,AE_pos_938.3493_42
938.8029,42,0.006431035,3.13,AE_pos_938.8029_42
939.0931,41,0.926251973,-0.09,AE_pos_939.0931_41
939.3735,40,0.090968943,1.8,AE_pos_939.3735_40
939.7851,40,0.223560245,-1.27,AE_pos_939.7851_40
939.9319,46,0.115254449,1.67,AE_pos_939.9319_46
940.0354,46,0.392099254,0.88,AE_pos_940.0354_46
940.1773,39,0.920270796,-0.1,AE_pos_940.1773_39
940.3436,47,0.001773672,-3.74,AE_pos_940.3436_47
940.4951,50,0.799504284,-0.26,AE_pos_940.4951_50
940.7472,43,0.147492843,1.52,AE_pos_940.7472_43
940.9594,41,0.026452095,-2.44,AE_pos_940.9594_41
941.144,42,0.745284198,0.33,AE_pos_941.144_42
941.3118,43,0.112521825,1.68,AE_pos_941.3118_43
941.5026,48,0.794182042,-0.27,AE_pos_941.5026_48
941.7475,41,0.724188324,0.36,AE_pos_941.7475_41
942.0003,41,0.554866361,-0.6,AE_pos_942.0003_41
942.3551,65,0.775498976,-0.29,AE_pos_942.3551_65
942.6069,39,0.215948085,-1.29,AE_pos_942.6069_39
942.941,63,0.752970468,0.32,AE_pos_942.941_63
943.8858,59,0.352462452,0.96,AE_pos_943.8858_59
944.275,44,0.603436279,0.53,AE_pos_944.275_44
944.4858,44,0.895393563,0.13,AE_pos_944.4858_44
944.8587,45,0.000994605,-4.02,AE_pos_944.8587_45
945.3682,41,0.015031084,-2.72,AE_pos_945.3682_41
945.8675,42,0.034039546,-2.32,AE_pos_945.8675_42
946.3935,43,0.514527955,0.67,AE_pos_946.3935_43
946.7908,40,0.19939113,1.34,AE_pos_946.7908_40
947.0424,40,0.605600515,-0.53,AE_pos_947.0424_40
947.2831,43,0.254997808,1.18,AE_pos_947.2831_43
947.5351,41,0.312471827,-1.04,AE_pos_947.5351_41
947.9321,44,0.55520403,-0.6,AE_pos_947.9321_44
948.3771,40,0.239180922,-1.22,AE_pos_948.3771_40
948.8561,42,0.578330415,0.57,AE_pos_948.8561_42
949.313,42,0.325294156,1.01,AE_pos_949.313_42
949.7776,42,0.182452392,1.39,AE_pos_949.7776_42
950.3261,42,0.337483109,-0.99,AE_pos_950.3261_42
950.8647,40,0.918826564,0.1,AE_pos_950.8647_40
951.2915,40,0.710210677,0.38,AE_pos_951.2915_40
951.5177,43,0.410285818,-0.85,AE_pos_951.5177_43
951.8371,41,0.173838105,1.42,AE_pos_951.8371_41
952.3034,40,0.064111818,1.99,AE_pos_952.3034_40
952.5465,41,0.977846844,-0.03,AE_pos_952.5465_41
952.8744,41,0.648509015,0.46,AE_pos_952.8744_41
953.3021,40,0.918678052,-0.1,AE_pos_953.3021_40
953.4949,40,0.096751973,-1.76,AE_pos_953.4949_40
953.8225,42,0.690571649,0.41,AE_pos_953.8225_42
954.1531,41,0.46875394,0.74,AE_pos_954.1531_41
954.3418,49,0.978636382,-0.03,AE_pos_954.3418_49
954.5052,51,0.332912688,1,AE_pos_954.5052_51
954.7258,41,0.307837512,-1.05,AE_pos_954.7258_41
954.9902,42,0.234050785,1.24,AE_pos_954.9902_42
955.3119,40,0.429660481,0.81,AE_pos_955.3119_40
955.5041,40,0.604389485,-0.53,AE_pos_955.5041_40
955.8482,43,0.087657411,-1.82,AE_pos_955.8482_43
956.1269,39,0.111724502,-1.68,AE_pos_956.1269_39
956.3776,41,0.05474787,-2.07,AE_pos_956.3776_41
956.84,42,0.731135383,0.35,AE_pos_956.84_42
957.3777,42,0.25822175,-1.17,AE_pos_957.3777_42
957.8631,42,0.733171997,0.35,AE_pos_957.8631_42
958.1398,53,0.258581073,-1.17,AE_pos_958.1398_53
958.3757,48,0.537656851,0.63,AE_pos_958.3757_48
958.8218,48,0.493984384,-0.7,AE_pos_958.8218_48
959.0997,42,2.24E-05,-5.9,AE_pos_959.0997_42
959.4237,47,0.581212772,0.56,AE_pos_959.4237_47
959.8156,40,0.069854347,1.94,AE_pos_959.8156_40
960.0778,39,0.323685714,-1.02,AE_pos_960.0778_39
960.363,40,0.78076481,0.28,AE_pos_960.363_40
960.8519,41,0.639749454,-0.48,AE_pos_960.8519_41
961.182,39,0.621195716,-0.5,AE_pos_961.182_39
961.391,40,0.337957819,-0.99,AE_pos_961.391_40
961.8672,42,0.06248484,-2,AE_pos_961.8672_42
962.2847,43,0.639250347,0.48,AE_pos_962.2847_43
962.5113,39,0.150694584,-1.51,AE_pos_962.5113_39
962.8078,39,0.915493182,0.11,AE_pos_962.8078_39
963.0989,43,0.976802561,-0.03,AE_pos_963.0989_43
963.3201,40,0.025049944,-2.47,AE_pos_963.3201_40
963.8108,41,0.887677384,-0.14,AE_pos_963.8108_41
964.3,40,0.272497767,1.14,AE_pos_964.3_40
964.4871,43,0.181872616,1.4,AE_pos_964.4871_43
964.7917,43,0.383335712,0.9,AE_pos_964.7917_43
965.0689,40,0.919596719,-0.1,AE_pos_965.0689_40
965.3286,43,0.995607466,0.01,AE_pos_965.3286_43
965.7978,42,0.100755542,-1.74,AE_pos_965.7978_42
966.1069,40,0.3279481,-1.01,AE_pos_966.1069_40
966.375,42,0.737211828,0.34,AE_pos_966.375_42
966.8533,44,1.41E-06,-7.44,AE_pos_966.8533_44
967.173,46,0.186217141,1.38,AE_pos_967.173_46
967.3744,40,0.439885453,-0.79,AE_pos_967.3744_40
967.537,43,0.747491996,0.33,AE_pos_967.537_43
967.7602,40,0.438861215,-0.79,AE_pos_967.7602_40
968.0004,41,0.000303251,-4.59,AE_pos_968.0004_41
968.283,41,0.672044784,0.43,AE_pos_968.283_41
968.4754,41,0.566148187,0.59,AE_pos_968.4754_41
968.7555,42,0.752589999,0.32,AE_pos_968.7555_42
969.0326,42,5.74E-05,-5.41,AE_pos_969.0326_42
969.3493,42,0.945133383,-0.07,AE_pos_969.3493_42
969.5402,40,0.82054333,0.23,AE_pos_969.5402_40
969.8332,49,0.809550905,0.25,AE_pos_969.8332_49
970.2739,48,0.441329113,0.79,AE_pos_970.2739_48
970.5173,47,0.311941226,-1.04,AE_pos_970.5173_47
970.8427,42,0.000421011,-4.43,AE_pos_970.8427_42
971.3337,44,0.008377034,-3.01,AE_pos_971.3337_44
971.8036,45,0.203042688,-1.33,AE_pos_971.8036_45
972.0749,40,0.391116414,-0.88,AE_pos_972.0749_40
972.3083,40,0.097572001,1.76,AE_pos_972.3083_40
972.5234,40,0.298540727,-1.07,AE_pos_972.5234_40
972.8027,42,0.414908281,0.84,AE_pos_972.8027_42
973.7621,42,0.548707531,-0.61,AE_pos_973.7621_42
975.8405,56,0.856006608,0.18,AE_pos_975.8405_56
978.2539,43,0.210779432,-1.3,AE_pos_978.2539_43
980.196,43,0.099233881,-1.75,AE_pos_980.196_43
981.8869,40,0.83572562,-0.21,AE_pos_981.8869_40
982.9624,43,0.773840978,-0.29,AE_pos_982.9624_43
984.2667,43,0.833170603,-0.21,AE_pos_984.2667_43
987.3262,43,0.49474552,-0.7,AE_pos_987.3262_43
991.2549,46,0.272494142,1.14,AE_pos_991.2549_46
992.9414,44,0.474587341,0.73,AE_pos_992.9414_44
994.6963,42,0.793893431,-0.27,AE_pos_994.6963_42
996.6356,42,0.109510743,1.69,AE_pos_996.6356_42
999.8434,44,0.367664458,-0.93,AE_pos_999.8434_44
1004.807,44,0.112331473,-1.68,AE_pos_1004.807_44
1008.062,43,0.530564285,0.64,AE_pos_1008.062_43
1010.469,44,0.71217319,-0.38,AE_pos_1010.469_44
1013.146,43,0.0755435,-1.9,AE_pos_1013.146_43
1015.824,43,0.294917951,-1.08,AE_pos_1015.824_43
1017.908,47,0.645149494,0.47,AE_pos_1017.908_47
1020.309,42,0.778483656,0.29,AE_pos_1020.309_42
1021.798,43,0.051483614,-2.1,AE_pos_1021.798_43
1022.853,42,0.706606999,0.38,AE_pos_1022.853_42
1023.954,46,0.251030115,-1.19,AE_pos_1023.954_46
1025.484,46,0.856573466,0.18,AE_pos_1025.484_46
1028.786,52,0.937182744,-0.08,AE_pos_1028.786_52
1031.866,44,0.690815804,0.41,AE_pos_1031.866_44
1033.425,46,0.303147666,-1.06,AE_pos_1033.425_46
1034.96,43,4.18E-05,-5.58,AE_pos_1034.96_43
1036.012,42,0.014357625,-2.75,AE_pos_1036.012_42
1037.036,47,0.987517805,0.02,AE_pos_1037.036_47
1038.943,45,0.106931219,-1.71,AE_pos_1038.943_45
1040.757,47,0.689593676,0.41,AE_pos_1040.757_47
1041.758,43,0.726373825,-0.36,AE_pos_1041.758_43
1042.888,48,0.280781451,1.12,AE_pos_1042.888_48
1044.197,45,0.877818596,-0.16,AE_pos_1044.197_45
1045.814,50,0.492076404,-0.7,AE_pos_1045.814_50
1047.52,45,0.026605832,-2.44,AE_pos_1047.52_45
1049.396,58,0.707554265,-0.38,AE_pos_1049.396_58
1049.171,535,0.011045802,2.87,AE_pos_1049.171_535
1050.767,48,0.20238888,-1.33,AE_pos_1050.767_48
1052.261,43,0.992961427,-0.01,AE_pos_1052.261_43
1054.881,44,0.235874729,-1.23,AE_pos_1054.881_44
1057.06,50,0.201917171,-1.33,AE_pos_1057.06_50
1059.455,47,0.859157895,0.18,AE_pos_1059.455_47
1062.842,47,0.500726644,-0.69,AE_pos_1062.842_47
1066.664,46,0.537285444,-0.63,AE_pos_1066.664_46
1069.627,60,0.003875511,-3.37,AE_pos_1069.627_60
1071.586,51,0.979344406,-0.03,AE_pos_1071.586_51
1072.821,48,0.027399879,-2.43,AE_pos_1072.821_48
1073.854,47,0.086889813,-1.82,AE_pos_1073.854_47
1074.926,44,0.513961861,0.67,AE_pos_1074.926_44
1075.934,51,0.027420787,-2.43,AE_pos_1075.934_51
1077.572,86,0.991097831,0.01,AE_pos_1077.572_86
1080.228,48,0.276202541,-1.13,AE_pos_1080.228_48
1081.715,48,0.04968541,-2.12,AE_pos_1081.715_48
1083.353,51,0.412149317,-0.84,AE_pos_1083.353_51
1085.715,52,0.512669358,0.67,AE_pos_1085.715_52
1085.885,540,0.270897544,1.14,AE_pos_1085.885_540
1087.58,50,0.54244934,-0.62,AE_pos_1087.58_50
1089.074,48,0.215223362,-1.29,AE_pos_1089.074_48
1090.691,67,0.346025958,0.97,AE_pos_1090.691_67
1091.77,55,0.347417594,-0.97,AE_pos_1091.77_55
1093.685,49,0.628445386,-0.49,AE_pos_1093.685_49
1096.581,320,0.000189372,-4.82,AE_pos_1096.581_320
1098.582,57,0.203289152,-1.33,AE_pos_1098.582_57
1099.638,52,0.874609389,0.16,AE_pos_1099.638_52
1101.244,50,0.497882219,-0.69,AE_pos_1101.244_50
1102.773,52,0.001006818,-4.01,AE_pos_1102.773_52
1103.83,55,0.008775733,-2.98,AE_pos_1103.83_55
1104.871,55,0.479537869,-0.72,AE_pos_1104.871_55
1106.548,56,0.096488089,-1.77,AE_pos_1106.548_56
1108.234,76,0.7964742,-0.26,AE_pos_1108.234_76
1109.611,58,0.768578671,-0.3,AE_pos_1109.611_58
1111.178,57,0.941619117,-0.07,AE_pos_1111.178_57
1112.729,56,0.398138925,-0.87,AE_pos_1112.729_56
1113.86,52,0.161292411,-1.47,AE_pos_1113.86_52
1115.131,50,0.005403174,-3.22,AE_pos_1115.131_50
1116.725,55,0.474087324,-0.73,AE_pos_1116.725_55
1118.601,55,0.282617498,-1.11,AE_pos_1118.601_55
1120.334,53,0.777533154,0.29,AE_pos_1120.334_53
1121.71,55,0.558923117,-0.6,AE_pos_1121.71_55
1123.238,58,0.101089976,-1.74,AE_pos_1123.238_58
1125.105,59,0.41142998,-0.84,AE_pos_1125.105_59
1127.952,60,0.781316736,-0.28,AE_pos_1127.952_60
1131.139,57,0.678813977,-0.42,AE_pos_1131.139_57
1135.973,48,0.45925831,-0.76,AE_pos_1135.973_48
1136.442,316,1.24E-06,-7.51,AE_pos_1136.442_316
1138.532,61,0.115711203,-1.66,AE_pos_1138.532_61
1140.673,58,0.104004346,-1.72,AE_pos_1140.673_58
1142.742,62,0.839897118,0.21,AE_pos_1142.742_62
1143.79,63,0.102843279,-1.73,AE_pos_1143.79_63
1145.489,65,0.897832483,-0.13,AE_pos_1145.489_65
1149.446,71,0.139092761,-1.56,AE_pos_1149.446_71
1153.511,64,0.798308951,-0.26,AE_pos_1153.511_64
1155.629,68,0.350913807,-0.96,AE_pos_1155.629_68
1156.904,68,0.040745766,-2.23,AE_pos_1156.904_68
1160.652,71,0.306307924,-1.06,AE_pos_1160.652_71
1164.802,78,0.820365781,0.23,AE_pos_1164.802_78
1169.099,70,0.441196562,-0.79,AE_pos_1169.099_70
1170.746,78,0.002156034,-3.65,AE_pos_1170.746_78
1172.41,68,0.04699394,-2.15,AE_pos_1172.41_68
1173.752,64,0.735281241,-0.34,AE_pos_1173.752_64
1175.447,59,0.1218424,-1.63,AE_pos_1175.447_59
1177.415,70,0.008347327,-3.01,AE_pos_1177.415_70
1179.083,73,0.601130484,0.53,AE_pos_1179.083_73
1180.594,56,0.392889986,-0.88,AE_pos_1180.594_56
1181.649,55,0.146011135,-1.53,AE_pos_1181.649_55
1182.665,55,0.08979468,-1.81,AE_pos_1182.665_55
1184.521,65,0.156228319,-1.49,AE_pos_1184.521_65
1185.009,540,0.419712919,0.83,AE_pos_1185.009_540
1187.357,64,0.50462335,-0.68,AE_pos_1187.357_64
1189.533,72,0.357160125,-0.95,AE_pos_1189.533_72
1194.708,62,0.579648281,-0.57,AE_pos_1194.708_62
1197.041,65,0.61442305,-0.51,AE_pos_1197.041_65
1198.691,68,0.068640671,-1.95,AE_pos_1198.691_68
1200.269,71,0.582293515,-0.56,AE_pos_1200.269_71
1201.578,76,0.837880427,-0.21,AE_pos_1201.578_76
1203.145,73,0.390207417,-0.88,AE_pos_1203.145_73
1207.995,75,0.229281588,-1.25,AE_pos_1207.995_75
1210.595,60,0.276908002,1.13,AE_pos_1210.595_60
1211.659,69,0.081848974,-1.86,AE_pos_1211.659_69
1213.316,76,0.768692847,-0.3,AE_pos_1213.316_76
1215.578,82,0.582541326,-0.56,AE_pos_1215.578_82
1217.233,78,0.022459251,-2.53,AE_pos_1217.233_78
1219.25,92,0.173022632,-1.43,AE_pos_1219.25_92
1222.16,91,0.026953191,-2.44,AE_pos_1222.16_91
1225.173,86,0.29113309,-1.09,AE_pos_1225.173_86
1228.76,97,0.672658023,-0.43,AE_pos_1228.76_97
1237.115,85,0.480385013,-0.72,AE_pos_1237.115_85
1239.73,84,0.005095837,-3.24,AE_pos_1239.73_84
1242.445,78,0.12470024,-1.62,AE_pos_1242.445_78
1246.941,86,0.914748664,-0.11,AE_pos_1246.941_86
1250,94,0.121698304,-1.63,AE_pos_1250.0_94
1252.453,118,0.518058154,-0.66,AE_pos_1252.453_118
1255.688,105,0.29488652,-1.08,AE_pos_1255.688_105
1259.152,128,0.11718237,-1.66,AE_pos_1259.152_128
1262.641,102,0.58960824,-0.55,AE_pos_1262.641_102
1265.558,109,0.548653924,-0.61,AE_pos_1265.558_109
1276.216,133,0.14894109,-1.52,AE_pos_1276.216_133
1278.575,125,0.83289983,0.21,AE_pos_1278.575_125
1280.961,126,0.416499859,-0.83,AE_pos_1280.961_126
1283.566,135,0.663530794,-0.44,AE_pos_1283.566_135
1285.879,63,0.118904153,-1.65,AE_pos_1285.879_63
1286.054,297,0.526851665,-0.65,AE_pos_1286.054_297
1289.268,121,0.621221553,0.5,AE_pos_1289.268_121
1292.165,136,0.961572488,-0.05,AE_pos_1292.165_136
1295.977,131,0.90839574,-0.12,AE_pos_1295.977_131
1306.162,63,0.279393268,-1.12,AE_pos_1306.162_63
1310.242,155,0.603981792,-0.53,AE_pos_1310.242_155
1314.817,140,0.554750288,-0.6,AE_pos_1314.817_140
1317.817,60,0.770863362,-0.3,AE_pos_1317.817_60
1317.878,314,0.218543661,-1.28,AE_pos_1317.878_314
1322.623,152,0.928198997,-0.09,AE_pos_1322.623_152
1330.678,73,0.864868455,-0.17,AE_pos_1330.678_73
1330.622,317,0.229422071,-1.25,AE_pos_1330.622_317
1333.157,59,0.950615445,-0.06,AE_pos_1333.157_59
1333.113,283,0.573496103,-0.57,AE_pos_1333.113_283
1337.667,304,0.153352939,-1.5,AE_pos_1337.667_304
1341.05,317,0.18378527,-1.39,AE_pos_1341.05_317
1344.222,312,0.799714411,-0.26,AE_pos_1344.222_312
1347.06,75,0.243743897,1.21,AE_pos_1347.06_75
1348.944,157,0.788760017,-0.27,AE_pos_1348.944_157
1354.903,84,0.424521878,-0.82,AE_pos_1354.903_84
1354.905,311,0.308395094,-1.05,AE_pos_1354.905_311
1365.624,225,0.886093768,-0.15,AE_pos_1365.624_225
1371.013,221,0.248521427,-1.2,AE_pos_1371.013_221
1372.797,71,0.609765053,-0.52,AE_pos_1372.797_71
1374.622,224,0.157185472,-1.48,AE_pos_1374.622_224
1381.435,217,0.412131111,-0.84,AE_pos_1381.435_217
1389.775,230,0.301273977,-1.07,AE_pos_1389.775_230
1397.444,240,0.362104328,-0.94,AE_pos_1397.444_240
1399.797,74,0.944232735,0.07,AE_pos_1399.797_74
1400.037,309,0.213852464,-1.29,AE_pos_1400.037_309
1403.068,247,0.084394216,-1.84,AE_pos_1403.068_247
1410.627,231,0.407865904,-0.85,AE_pos_1410.627_231
1418.125,229,0.436706903,-0.8,AE_pos_1418.125_229
1422.822,230,0.447542328,-0.78,AE_pos_1422.822_230
1426.041,224,0.033282097,-2.33,AE_pos_1426.041_224
1429.258,239,0.996302521,0,AE_pos_1429.258_239
1431.092,232,0.131596193,-1.59,AE_pos_1431.092_232
1433.162,238,0.239778452,-1.22,AE_pos_1433.162_238
1434.973,244,0.517855637,-0.66,AE_pos_1434.973_244
1437.54,238,0.167329928,-1.45,AE_pos_1437.54_238
1442.326,227,0.228538702,-1.25,AE_pos_1442.326_227
1447.473,233,0.178666367,-1.41,AE_pos_1447.473_233
1451.643,228,0.166974717,-1.45,AE_pos_1451.643_228
1454.235,238,0.25413703,-1.18,AE_pos_1454.235_238
1459.21,231,0.886786496,0.14,AE_pos_1459.21_231
1462.404,232,0.160990583,-1.47,AE_pos_1462.404_232
1464.943,242,0.909657311,-0.12,AE_pos_1464.943_242
1466.726,227,0.476814009,-0.73,AE_pos_1466.726_227
1469.655,232,0.586666663,-0.55,AE_pos_1469.655_232
1478.085,227,0.135765989,-1.57,AE_pos_1478.085_227
1486.726,227,0.121414924,-1.64,AE_pos_1486.726_227
1489.814,225,0.206869355,-1.32,AE_pos_1489.814_225
1492.803,227,0.727014355,0.36,AE_pos_1492.803_227
1497.068,229,0.477549878,-0.73,AE_pos_1497.068_229
1500.673,219,0.982814005,0.02,AE_pos_1500.673_219
1502.118,223,0.208009564,-1.31,AE_pos_1502.118_223
1504.312,217,0.969516914,0.04,AE_pos_1504.312_217
1507.616,214,0.435344171,-0.8,AE_pos_1507.616_214
1514.574,214,0.449974552,-0.77,AE_pos_1514.574_214
1519.413,209,0.280156146,-1.12,AE_pos_1519.413_209
1528.072,206,0.61312658,-0.52,AE_pos_1528.072_206
1534.969,206,0.194219172,-1.36,AE_pos_1534.969_206
1539.642,214,0.208273874,-1.31,AE_pos_1539.642_214
1544.242,202,0.245916818,-1.2,AE_pos_1544.242_202
1571.069,284,0.473542527,-0.73,AE_pos_1571.069_284
1580.163,72,0.088982245,-1.81,AE_pos_1580.163_72
1580.095,283,0.04689537,-2.15,AE_pos_1580.095_283
1582.801,72,0.703532995,-0.39,AE_pos_1582.801_72
1585.28,281,0.456267252,-0.76,AE_pos_1585.28_281
1587.856,274,0.668170779,-0.44,AE_pos_1587.856_274
1593.59,274,0.035939885,-2.29,AE_pos_1593.59_274
1595.999,270,0.031194633,-2.36,AE_pos_1595.999_270
1598.623,63,0.050520325,-2.11,AE_pos_1598.623_63
1598.515,266,0.327640105,-1.01,AE_pos_1598.515_266
1606.43,207,0.50775036,-0.68,AE_pos_1606.43_207
1606.65,160,0.077322555,-1.89,AE_pos_1606.65_160
1606.806,201,0.011950523,-2.83,AE_pos_1606.806_201
1606.953,75,0.457891314,-0.76,AE_pos_1606.953_75
1607.066,102,0.376391599,-0.91,AE_pos_1607.066_102
1607.298,205,0.012391735,-2.82,AE_pos_1607.298_205
1607.621,148,0.380659983,-0.9,AE_pos_1607.621_148
1607.764,72,0.243822863,-1.21,AE_pos_1607.764_72
1607.914,197,0.038037236,-2.26,AE_pos_1607.914_197
1608.098,227,0.743248334,-0.33,AE_pos_1608.098_227
1608.201,229,0.509134502,0.68,AE_pos_1608.201_229
