,input_row,EID,str_row_ion,compounds,input_row.1,m/z,retention_time,p_value,statistic,CompoundID_from_user,compound_name,compound_name_no_colon
1331,row9401,E1874,row9401_M+H[1+];row9423_M(C13)+H[1+];row9955_M+Na[1+],C05457;C01673;CE2201;C17336;C17331;C17333;C17332,row9401,417.336453588182,540.630737304688,2.4203072326480737e-06,6.594219761585666,M417.336454T540.6307,"7alpha,25-Dihydroxy-4-cholesten-3-one","7alpha,25-Dihydroxy-4-cholesten-3-one"
1332,row9402,E1117,row9381_M[1+];row9402_M+H[1+];row9424_M(C13)+H[1+],CE1924,row9402,417.371584446467,659.950927734375,0.3456858279365016,1.4097539555430834,M417.371584T659.9509,(+)-gama-tocopherol,(+)-gama-tocopherol
1334,row9423,E1874,row9401_M+H[1+];row9423_M(C13)+H[1+];row9955_M+Na[1+],C05457;C01673;CE2201;C17336;C17331;C17333;C17332,row9423,418.339833480955,540.583099365234,2.4203072326480737e-06,6.686692055525982,M418.339833T540.5831,"7alpha,12alpha-Dihydroxycholest-4-en-3-one","7alpha,12alpha-Dihydroxycholest-4-en-3-one"
1334,row9423,E1874,row9401_M+H[1+];row9423_M(C13)+H[1+];row9955_M+Na[1+],C05457;C01673;CE2201;C17336;C17331;C17333;C17332,row9423,418.339833480955,540.583099365234,2.4203072326480737e-06,6.686692055525982,M418.339833T540.5831,Calcitriol,Calcitriol
1334,row9423,E1874,row9401_M+H[1+];row9423_M(C13)+H[1+];row9955_M+Na[1+],C05457;C01673;CE2201;C17336;C17331;C17333;C17332,row9423,418.339833480955,540.583099365234,2.4203072326480737e-06,6.686692055525982,M418.339833T540.5831,"23S,25-dihydroxyvitamin D3","23S,25-dihydroxyvitamin D3"
1334,row9423,E1874,row9401_M+H[1+];row9423_M(C13)+H[1+];row9955_M+Na[1+],C05457;C01673;CE2201;C17336;C17331;C17333;C17332,row9423,418.339833480955,540.583099365234,2.4203072326480737e-06,6.686692055525982,M418.339833T540.5831,"7alpha,26-Dihydroxy-4-cholesten-3-one","7alpha,26-Dihydroxy-4-cholesten-3-one"
1334,row9423,E1874,row9401_M+H[1+];row9423_M(C13)+H[1+];row9955_M+Na[1+],C05457;C01673;CE2201;C17336;C17331;C17333;C17332,row9423,418.339833480955,540.583099365234,2.4203072326480737e-06,6.686692055525982,M418.339833T540.5831,"7alpha,25-Dihydroxy-4-cholesten-3-one","7alpha,25-Dihydroxy-4-cholesten-3-one"
1335,row9424,E1117,row9381_M[1+];row9402_M+H[1+];row9424_M(C13)+H[1+],CE1924,row9424,418.375734682033,659.906982421875,0.3193605118636372,1.4745051737044372,M418.375735T659.907,(+)-gama-tocopherol,(+)-gama-tocopherol
1336,row9424,E1843,row9424_M+Na[1+],hexc,row9424,418.375734682033,659.906982421875,0.3193605118636372,1.4745051737044372,M418.375735T659.907,hexacosanoate (n-C26:0),hexacosanoate (n-C26:0)
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"7-alpha,27-Dihydroxycholesterol","7-alpha,27-Dihydroxycholesterol"
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one","7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one"
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one","7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one"
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"7alpha,27-dihydroxycholesterol","7alpha,27-dihydroxycholesterol"
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"20alpha,22beta-Dihydroxycholesterol; (22R)-20alpha,22-Dihydroxycholesterol","20alpha,22beta-Dihydroxycholesterol"
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"7-alpha,25-Dihydroxycholesterol","7-alpha,25-Dihydroxycholesterol"
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"(24S)-Cholest-5-ene-3beta,7alpha,24-triol","(24S)-Cholest-5-ene-3beta,7alpha,24-triol"
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"17alpha,20alpha-Dihydroxycholesterol","17alpha,20alpha-Dihydroxycholesterol"
1337,row9453,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9453,419.351595528995,598.211242675781,0.690260810909124,0.687904511011392,M419.351596T598.2112,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al","3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"7-alpha,27-Dihydroxycholesterol","7-alpha,27-Dihydroxycholesterol"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one","7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one","7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"7alpha,27-dihydroxycholesterol","7alpha,27-dihydroxycholesterol"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"20alpha,22beta-Dihydroxycholesterol; (22R)-20alpha,22-Dihydroxycholesterol","20alpha,22beta-Dihydroxycholesterol"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"7-alpha,25-Dihydroxycholesterol","7-alpha,25-Dihydroxycholesterol"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"(24S)-Cholest-5-ene-3beta,7alpha,24-triol","(24S)-Cholest-5-ene-3beta,7alpha,24-triol"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"17alpha,20alpha-Dihydroxycholesterol","17alpha,20alpha-Dihydroxycholesterol"
1338,row9454,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9454,419.35185799411,615.015014648438,0.8366382322851137,-0.3814568464610323,M419.351858T615.015,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al","3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al"
1339,row9478,E1882,row9478_M+H[1+],strdnccrn,row9478,420.314636597046,618.487243652344,0.798450904225114,0.4625433357025243,M420.314637T618.4872_2,stearidonyl carnitine,stearidonyl carnitine
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"7-alpha,27-Dihydroxycholesterol","7-alpha,27-Dihydroxycholesterol"
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one","7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one"
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one","7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one"
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"7alpha,27-dihydroxycholesterol","7alpha,27-dihydroxycholesterol"
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"20alpha,22beta-Dihydroxycholesterol; (22R)-20alpha,22-Dihydroxycholesterol","20alpha,22beta-Dihydroxycholesterol"
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"7-alpha,25-Dihydroxycholesterol","7-alpha,25-Dihydroxycholesterol"
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"(24S)-Cholest-5-ene-3beta,7alpha,24-triol","(24S)-Cholest-5-ene-3beta,7alpha,24-triol"
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"17alpha,20alpha-Dihydroxycholesterol","17alpha,20alpha-Dihydroxycholesterol"
1340,row9479,E1170,row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+],C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445,row9479,420.355263635059,615.0703125,0.7147222581082269,-0.634729462658788,M420.355264T615.0703,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al","3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al"
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,Prostaglandin D2,Prostaglandin D2
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,w-hydroxyl leukotriene B4,w-hydroxyl leukotriene B4
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,"Lipoxin B4; LXB4; 5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid; (6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid",Lipoxin B4
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,"Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid",Lipoxin A4
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,Prostaglandin E2,Prostaglandin E2
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,"(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate","(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate"
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,"(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate","(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate"
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,"Prostaglandin I2; (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate; Prostacyclin; PGI2; Epoprostenol",Prostaglandin I2
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,"Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid",Thromboxane A2
1341,row9496,E1755,row7819_M+H[1+];row9496_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9496,421.220485719979,474.691375732422,0.90082001064766,0.2409847877939687,M421.220486T474.6914,Prostaglandin H2,Prostaglandin H2
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,Prostaglandin D2,Prostaglandin D2
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,w-hydroxyl leukotriene B4,w-hydroxyl leukotriene B4
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,"Lipoxin B4; LXB4; 5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid; (6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid",Lipoxin B4
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,"Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid",Lipoxin A4
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,Prostaglandin E2,Prostaglandin E2
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,"(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate","(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate"
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,"(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate","(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate"
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,"Prostaglandin I2; (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate; Prostacyclin; PGI2; Epoprostenol",Prostaglandin I2
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,"Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid",Thromboxane A2
1342,row9498,E1756,row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+],C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427,row9498,421.220004344624,519.508911132812,0.0691535986978355,2.444335976263215,M421.220004T519.5089,Prostaglandin H2,Prostaglandin H2
1343,row9511,E1888,row10684_M+HCOONa[1+];row10685_M+HCOONa[1+];row9511_M+H[1+];row9537_M(C13)+H[1+],C05454;C05444,row9511,421.36615682328,604.868072509766,0.8489563134296383,-0.3530834844067204,M421.366157T604.8681,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane"
1343,row9511,E1888,row10684_M+HCOONa[1+];row10685_M+HCOONa[1+];row9511_M+H[1+];row9537_M(C13)+H[1+],C05454;C05444,row9511,421.36615682328,604.868072509766,0.8489563134296383,-0.3530834844067204,M421.366157T604.8681,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,26-triol","3alpha,7alpha,26-Trihydroxy-5beta-cholestane"
1344,row9532,E1847,row9532_M+Na[1+],C02990,row9532,422.321055153113,440.573226928711,0.07207461465772,-2.4243833892992472,M422.321055T440.5732,L-Palmitoylcarnitine,L-Palmitoylcarnitine
1345,row9533,E1848,row9533_M+Na[1+],C02990,row9533,422.32654894136,498.873626708984,0.4898741705556463,1.092664088505511,M422.326549T498.8736,L-Palmitoylcarnitine,L-Palmitoylcarnitine
1346,row9533,E1886,row9533_M+H[1+];row9562_M(C13)+H[1+],lnlncgcrn;lnlncacrn,row9533,422.32654894136,498.873626708984,0.4898741705556463,1.092664088505511,M422.326549T498.8736,gamma-linolenyl carnitine,gamma-linolenyl carnitine
1346,row9533,E1886,row9533_M+H[1+];row9562_M(C13)+H[1+],lnlncgcrn;lnlncacrn,row9533,422.32654894136,498.873626708984,0.4898741705556463,1.092664088505511,M422.326549T498.8736,alpha-linolenyl carnitine,alpha-linolenyl carnitine
1347,row9537,E1888,row10684_M+HCOONa[1+];row10685_M+HCOONa[1+];row9511_M+H[1+];row9537_M(C13)+H[1+],C05454;C05444,row9537,422.36942413052,604.911315917969,0.9751188159410312,-0.0619893969511824,M422.369424T604.9113,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane"
1347,row9537,E1888,row10684_M+HCOONa[1+];row10685_M+HCOONa[1+];row9511_M+H[1+];row9537_M(C13)+H[1+],C05454;C05444,row9537,422.36942413052,604.911315917969,0.9751188159410312,-0.0619893969511824,M422.369424T604.9113,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,26-triol","3alpha,7alpha,26-Trihydroxy-5beta-cholestane"
1348,row9562,E1886,row9533_M+H[1+];row9562_M(C13)+H[1+],lnlncgcrn;lnlncacrn,row9562,423.329945473653,498.873779296875,0.3676674796353645,1.357119192172693,M423.329945T498.8738,gamma-linolenyl carnitine,gamma-linolenyl carnitine
1348,row9562,E1886,row9533_M+H[1+];row9562_M(C13)+H[1+],lnlncgcrn;lnlncacrn,row9562,423.329945473653,498.873779296875,0.3676674796353645,1.357119192172693,M423.329945T498.8738,alpha-linolenyl carnitine,alpha-linolenyl carnitine
1349,row9563,E1124,row8994_M+H[1+];row9563_M+Na[1+],C05455;C01561,row9563,423.325728790054,551.000854492188,0.5498152766062036,-0.9726733256035356,M423.325729T551.0009,7alpha-Hydroxycholest-4-en-3-one,7alpha-Hydroxycholest-4-en-3-one
1349,row9563,E1124,row8994_M+H[1+];row9563_M+Na[1+],C05455;C01561,row9563,423.325728790054,551.000854492188,0.5498152766062036,-0.9726733256035356,M423.325729T551.0009,Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous,Calcidiol
1350,row9585,E1891,row9585_M+H[1+];row9613_M(C13)+H[1+],lneldccrn;lnlccrn,row9585,424.342215086023,510.466094970703,0.6151555378037774,0.8440862140777959,M424.342215T510.4661_3,Linoelaidyl carnitine,Linoelaidyl carnitine
1350,row9585,E1891,row9585_M+H[1+];row9613_M(C13)+H[1+],lneldccrn;lnlccrn,row9585,424.342215086023,510.466094970703,0.6151555378037774,0.8440862140777959,M424.342215T510.4661_3,Linoleyl carnitine,Linoleyl carnitine
1351,row9602,E1892,row9602_M+Na[1+],C00363,row9602,425.015121389661,723.895477294922,0.0008347545621209,-4.268182704302178,M425.015121T723.8955_3,dTDP,dTDP
1352,row9613,E1891,row9585_M+H[1+];row9613_M(C13)+H[1+],lneldccrn;lnlccrn,row9613,425.345664658975,510.437927246094,0.6033393353491299,0.8680659739067149,M425.345665T510.4379,Linoelaidyl carnitine,Linoelaidyl carnitine
1352,row9613,E1891,row9585_M+H[1+];row9613_M(C13)+H[1+],lneldccrn;lnlccrn,row9613,425.345664658975,510.437927246094,0.6033393353491299,0.8680659739067149,M425.345665T510.4379,Linoleyl carnitine,Linoleyl carnitine
1353,row9641,E1899,row10095_M+Na[1+];row9641_M+H[1+];row9670_M(C13)+H[1+],elaidcrn;vacccrn;odecrn,row9641,426.357894357557,522.362548828125,0.1993948319592564,1.8226660989268868,M426.357894T522.3625,Elaidic carnitine,Elaidic carnitine
1353,row9641,E1899,row10095_M+Na[1+];row9641_M+H[1+];row9670_M(C13)+H[1+],elaidcrn;vacccrn;odecrn,row9641,426.357894357557,522.362548828125,0.1993948319592564,1.8226660989268868,M426.357894T522.3625,Vaccenyl carnitine,Vaccenyl carnitine
1353,row9641,E1899,row10095_M+Na[1+];row9641_M+H[1+];row9670_M(C13)+H[1+],elaidcrn;vacccrn;odecrn,row9641,426.357894357557,522.362548828125,0.1993948319592564,1.8226660989268868,M426.357894T522.3625,octadecenoyl carnitine,octadecenoyl carnitine
