,input_row,EID,str_row_ion,compounds,input_row.1,m/z,retention_time,p_value,statistic,CompoundID_from_user,compound_name,compound_name_no_colon
326,row2155,E318,row2155_M+Na[1+],C01879;C04281;C04282,row2155,152.030987796106,516.953979492188,0.0006406907247874,4.365991673825187,M152.030988T516.954,5-Oxoproline,5-Oxoproline
326,row2155,E318,row2155_M+Na[1+],C01879;C04281;C04282,row2155,152.030987796106,516.953979492188,0.0006406907247874,4.365991673825187,M152.030988T516.954,L-1-Pyrroline-3-hydroxy-5-carboxylate,L-1-Pyrroline-3-hydroxy-5-carboxylate
326,row2155,E318,row2155_M+Na[1+],C01879;C04281;C04282,row2155,152.030987796106,516.953979492188,0.0006406907247874,4.365991673825187,M152.030988T516.954,1-Pyrroline-4-hydroxy-2-carboxylate,1-Pyrroline-4-hydroxy-2-carboxylate
327,row2160,E324,row1462_M+H[1+];row1464_M+H[1+];row1532_M(C13)+H[1+];row1533_M(C13)+H[1+];row2160_M+Na[1+],C05936;C00408,row2160,152.068652535604,45.1460952758789,0.247549924161144,1.672610961928948,M152.068653T45.1461,N4-Acetylaminobutanal,N4-Acetylaminobutanal
327,row2160,E324,row1462_M+H[1+];row1464_M+H[1+];row1532_M(C13)+H[1+];row1533_M(C13)+H[1+];row2160_M+Na[1+],C05936;C00408,row2160,152.068652535604,45.1460952758789,0.247549924161144,1.672610961928948,M152.068653T45.1461,L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid,L-Pipecolate
328,row2160,E560,row2160_M[1+];row2745_M+Na[1+];row3949_M+HCOONa[1+],C00379;C00532,row2160,152.068652535604,45.1460952758789,0.247549924161144,1.672610961928948,M152.068653T45.1461,Xylitol,Xylitol
328,row2160,E560,row2160_M[1+];row2745_M+Na[1+];row3949_M+HCOONa[1+],C00379;C00532,row2160,152.068652535604,45.1460952758789,0.247549924161144,1.672610961928948,M152.068653T45.1461,L-Arabinitol,L-Arabinitol
329,row2161,E564,row2161_M+H[1+],CE5665,row2161,152.070641665949,607.093200683594,0.8951120815229573,-0.2530504193542374,M152.070642T607.0932,leukoaminochrome,leukoaminochrome
330,row2162,E537,row2133_M+H[1+];row2162_M(C13)+H[1+],C02646,row2162,152.0795135177,407.202301025391,0.8660125873551098,-0.3139702892109755,M152.079514T407.2023,4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol,4-Coumaryl alcohol
331,row2168,E314,row1453_M[1+];row2168_M+Na[1+],C07649,row2168,153.006536120599,34.1796360015869,0.6033903284014516,0.8677127860716403,M153.006536T34.1796_1,5-FU; Fluorouracil; 5-Fluorouracil,5-FU
332,row2172,E319,row1455_M[1+];row1456_M[1+];row1557_M(C13)+H[1+];row2172_M+Na[1+];row2175_M+Na[1+];row3386_M+HCOONa[1+];row3387_M+HCOONa[1+];row3389_M+HCOONa[1+],CE1554,row2172,153.040963435196,73.5546264648438,0.1215317883451198,-2.1365404410304025,M153.040963T73.5546,N-acetyl-L-alanine,N-acetyl-L-alanine
333,row2172,E556,row2153_M[1+];row2154_M[1+];row2172_M+H[1+];row2175_M+H[1+];row3944_M+HCOONa[1+],C00385,row2172,153.040963435196,73.5546264648438,0.1215317883451198,-2.1365404410304025,M153.040963T73.5546,Xanthine,Xanthine
334,row2172,E565,row2172_M[1+];row2175_M[1+];row2191_M+H[1+],C00632,row2172,153.040963435196,73.5546264648438,0.1215317883451198,-2.1365404410304025,M153.040963T73.5546,3-Hydroxyanthranilate,3-Hydroxyanthranilate
335,row2173,E330,row2173_M+Na[1+],C00233;C06102;C03465,row2173,153.052486541863,38.7723484039307,0.7531655351586156,-0.5567949647538748,M153.052487T38.7723,4-Methyl-2-oxopentanoate,4-Methyl-2-oxopentanoate
335,row2173,E330,row2173_M+Na[1+],C00233;C06102;C03465,row2173,153.052486541863,38.7723484039307,0.7531655351586156,-0.5567949647538748,M153.052487T38.7723,Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate,Adipate semialdehyde
335,row2173,E330,row2173_M+Na[1+],C00233;C06102;C03465,row2173,153.052486541863,38.7723484039307,0.7531655351586156,-0.5567949647538748,M153.052487T38.7723,3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate,3-Methyl-2-oxopentanoate
336,row2174,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row2174,153.054049352213,263.033508300781,0.6563647223456325,-0.7576301477638219,M153.054049T263.0335,"3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde","3,4-Dihydroxyphenylacetaldehyde"
336,row2174,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row2174,153.054049352213,263.033508300781,0.6563647223456325,-0.7576301477638219,M153.054049T263.0335,4-Hydroxyphenylacetate,4-Hydroxyphenylacetate
336,row2174,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row2174,153.054049352213,263.033508300781,0.6563647223456325,-0.7576301477638219,M153.054049T263.0335,2-Hydroxyphenylacetate,2-Hydroxyphenylacetate
337,row2175,E319,row1455_M[1+];row1456_M[1+];row1557_M(C13)+H[1+];row2172_M+Na[1+];row2175_M+Na[1+];row3386_M+HCOONa[1+];row3387_M+HCOONa[1+];row3389_M+HCOONa[1+],CE1554,row2175,153.040984018029,149.463302612305,0.7890915979926999,-0.4826744915161529,M153.040984T149.4633_1,N-acetyl-L-alanine,N-acetyl-L-alanine
338,row2175,E556,row2153_M[1+];row2154_M[1+];row2172_M+H[1+];row2175_M+H[1+];row3944_M+HCOONa[1+],C00385,row2175,153.040984018029,149.463302612305,0.7890915979926999,-0.4826744915161529,M153.040984T149.4633_1,Xanthine,Xanthine
339,row2175,E565,row2172_M[1+];row2175_M[1+];row2191_M+H[1+],C00632,row2175,153.040984018029,149.463302612305,0.7890915979926999,-0.4826744915161529,M153.040984T149.4633_1,3-Hydroxyanthranilate,3-Hydroxyanthranilate
340,row2179,E573,row2179_M+2H[2+];row6541_M+H[1+];row6542_M+H[1+];row6565_M(C13)+H[1+];row6566_M(C13)+H[1+];row7144_M+Na[1+],C00219,row2179,153.127623896259,593.69873046875,0.1203654114611614,2.142450766424416,M153.127624T593.6987_2,arachidonic acid,arachidonic acid
341,row2179,E576,row2179_M+H[1+];row2196_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2179,153.127623896259,593.69873046875,0.1203654114611614,2.142450766424416,M153.127624T593.6987_2,"Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol",Perillyl alcohol
341,row2179,E576,row2179_M+H[1+];row2196_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2179,153.127623896259,593.69873046875,0.1203654114611614,2.142450766424416,M153.127624T593.6987_2,"(+)-trans-Carveol; (4S,6R)-trans-Carveol",(+)-trans-Carveol
341,row2179,E576,row2179_M+H[1+];row2196_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2179,153.127623896259,593.69873046875,0.1203654114611614,2.142450766424416,M153.127624T593.6987_2,(-)-trans-Carveol,(-)-trans-Carveol
342,row2179,E581,row2179_M+H+Na[2+];row5811_M+H[1+];row5843_M(C13)+H[1+];row6541_M+Na[1+];row6542_M+Na[1+],C00712,row2179,153.127623896259,593.69873046875,0.1203654114611614,2.142450766424416,M153.127624T593.6987_2,(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid,(9Z)-Octadecenoic acid
343,row2180,E575,row2180_M+H[1+],C02452;C11409;C02759;C00964,row2180,153.127639860483,489.880340576172,0.3367454845102702,1.4295735447150058,M153.12764T489.8803,"Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol",Perillyl alcohol
343,row2180,E575,row2180_M+H[1+],C02452;C11409;C02759;C00964,row2180,153.127639860483,489.880340576172,0.3367454845102702,1.4295735447150058,M153.12764T489.8803,"(+)-trans-Carveol; (4S,6R)-trans-Carveol",(+)-trans-Carveol
343,row2180,E575,row2180_M+H[1+],C02452;C11409;C02759;C00964,row2180,153.127639860483,489.880340576172,0.3367454845102702,1.4295735447150058,M153.12764T489.8803,(-)-trans-Carveol,(-)-trans-Carveol
344,row2181,E574,row2181_M+H[1+];row2195_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2181,153.127648343369,454.382202148438,0.7523495207959736,0.5595287734068072,M153.127648T454.3822,"Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol",Perillyl alcohol
344,row2181,E574,row2181_M+H[1+];row2195_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2181,153.127648343369,454.382202148438,0.7523495207959736,0.5595287734068072,M153.127648T454.3822,"(+)-trans-Carveol; (4S,6R)-trans-Carveol",(+)-trans-Carveol
344,row2181,E574,row2181_M+H[1+];row2195_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2181,153.127648343369,454.382202148438,0.7523495207959736,0.5595287734068072,M153.127648T454.3822,(-)-trans-Carveol,(-)-trans-Carveol
345,row2187,E355,row2187_M+Na[1+],C05840,row2187,154.012518184327,341.078796386719,0.0036767373536943,-3.706574742901153,M154.012518T341.0788,Iminoaspartate,Iminoaspartate
346,row2188,E584,row2188_M+H[1+],C00606,row2188,154.016334610059,469.899505615234,0.1218663123122062,2.13410988197859,M154.016335T469.8995,3-Sulfino-L-alanine,3-Sulfino-L-alanine
347,row2190,E592,row2190_M+H+Na[2+];row5863_M+H[1+],C01762,row2190,154.035063142387,33.6207542419434,0.3971832806665654,1.287873633471287,M154.035063T33.6208,Xanthosine,Xanthosine
348,row2191,E565,row2172_M[1+];row2175_M[1+];row2191_M+H[1+],C00632,row2191,154.048908156435,114.04532623291,0.0067716081608787,3.4786787013318596,M154.048908T114.0453,3-Hydroxyanthranilate,3-Hydroxyanthranilate
349,row2191,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2191,154.048908156435,114.04532623291,0.0067716081608787,3.4786787013318596,M154.048908T114.0453,L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde,L-Glutamate 5-semialdehyde
349,row2191,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2191,154.048908156435,114.04532623291,0.0067716081608787,3.4786787013318596,M154.048908T114.0453,trans-4-Hydroxy-L-proline,trans-4-Hydroxy-L-proline
349,row2191,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2191,154.048908156435,114.04532623291,0.0067716081608787,3.4786787013318596,M154.048908T114.0453,5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid,5-Aminolevulinate
349,row2191,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2191,154.048908156435,114.04532623291,0.0067716081608787,3.4786787013318596,M154.048908T114.0453,cis-4-Hydroxy-D-proline,cis-4-Hydroxy-D-proline
349,row2191,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2191,154.048908156435,114.04532623291,0.0067716081608787,3.4786787013318596,M154.048908T114.0453,5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate,5-Amino-2-oxopentanoic acid
350,row2192,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2192,154.04714129267,79.2642593383789,0.0820813578441209,2.356079355023464,M154.047141T79.2643,L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde,L-Glutamate 5-semialdehyde
350,row2192,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2192,154.04714129267,79.2642593383789,0.0820813578441209,2.356079355023464,M154.047141T79.2643,trans-4-Hydroxy-L-proline,trans-4-Hydroxy-L-proline
350,row2192,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2192,154.04714129267,79.2642593383789,0.0820813578441209,2.356079355023464,M154.047141T79.2643,5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid,5-Aminolevulinate
350,row2192,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2192,154.04714129267,79.2642593383789,0.0820813578441209,2.356079355023464,M154.047141T79.2643,cis-4-Hydroxy-D-proline,cis-4-Hydroxy-D-proline
350,row2192,E595,row2191_M+Na[1+];row2192_M+Na[1+],C01165;C01157;C00430;C03440;C01110,row2192,154.04714129267,79.2642593383789,0.0820813578441209,2.356079355023464,M154.047141T79.2643,5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate,5-Amino-2-oxopentanoic acid
351,row2193,E345,row1514_M[1+];row2193_M+Na[1+],C00300,row2193,154.058618375441,263.086715698242,0.3789176347539717,1.3296889863298864,M154.058618T263.0867,Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine,Creatine
352,row2193,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row2193,154.058618375441,263.086715698242,0.3789176347539717,1.3296889863298864,M154.058618T263.0867,"3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde","3,4-Dihydroxyphenylacetaldehyde"
352,row2193,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row2193,154.058618375441,263.086715698242,0.3789176347539717,1.3296889863298864,M154.058618T263.0867,4-Hydroxyphenylacetate,4-Hydroxyphenylacetate
352,row2193,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row2193,154.058618375441,263.086715698242,0.3789176347539717,1.3296889863298864,M154.058618T263.0867,2-Hydroxyphenylacetate,2-Hydroxyphenylacetate
353,row2194,E351,row1560_M+H[1+];row2194_M+Na[1+],C00123;C00407,row2194,154.084245771594,98.6612091064453,0.3971832806665654,1.2878623715821236,M154.084246T98.6612,L-Leucine,L-Leucine
353,row2194,E351,row1560_M+H[1+];row2194_M+Na[1+],C00123;C00407,row2194,154.084245771594,98.6612091064453,0.3971832806665654,1.2878623715821236,M154.084246T98.6612,L-Isoleucine,L-Isoleucine
354,row2195,E574,row2181_M+H[1+];row2195_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2195,154.130985584643,454.415893554688,0.4178570100588736,1.244298961527008,M154.130986T454.4159,"Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol",Perillyl alcohol
354,row2195,E574,row2181_M+H[1+];row2195_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2195,154.130985584643,454.415893554688,0.4178570100588736,1.244298961527008,M154.130986T454.4159,"(+)-trans-Carveol; (4S,6R)-trans-Carveol",(+)-trans-Carveol
354,row2195,E574,row2181_M+H[1+];row2195_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2195,154.130985584643,454.415893554688,0.4178570100588736,1.244298961527008,M154.130986T454.4159,(-)-trans-Carveol,(-)-trans-Carveol
355,row2196,E576,row2179_M+H[1+];row2196_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2196,154.130975463061,593.625915527344,0.1508691925042936,2.003682743384823,M154.130975T593.6259,"Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol",Perillyl alcohol
355,row2196,E576,row2179_M+H[1+];row2196_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2196,154.130975463061,593.625915527344,0.1508691925042936,2.003682743384823,M154.130975T593.6259,"(+)-trans-Carveol; (4S,6R)-trans-Carveol",(+)-trans-Carveol
355,row2196,E576,row2179_M+H[1+];row2196_M(C13)+H[1+],C02452;C11409;C02759;C00964,row2196,154.130975463061,593.625915527344,0.1508691925042936,2.003682743384823,M154.130975T593.6259,(-)-trans-Carveol,(-)-trans-Carveol
356,row2206,E356,row1604_M+H[1+];row2206_M+Na[1+],C00900;C06010,row2206,155.032426669155,181.579788208008,0.2540691691352734,1.6530311132053366,M155.032427T181.5798,2-Acetolactate,2-Acetolactate
356,row2206,E356,row1604_M+H[1+];row2206_M+Na[1+],C00900;C06010,row2206,155.032426669155,181.579788208008,0.2540691691352734,1.6530311132053366,M155.032427T181.5798,(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate,(S)-2-Acetolactate
357,row2206,E587,row2206_M+H[1+],C00628,row2206,155.032426669155,181.579788208008,0.2540691691352734,1.6530311132053366,M155.032427T181.5798,"2,5-Dihydroxybenzoate; Gentisic acid; Hydroquinonecarboxylic acid; Gentisate","2,5-Dihydroxybenzoate"
358,row2207,E347,row1606_M+H[1+];row2207_M+Na[1+],C02642;C00152,row2207,155.04298758909,43.1342277526855,0.0460423586814515,-2.650846354972827,M155.042988T43.1342,N-Carbamoyl-beta-alanine,N-Carbamoyl-beta-alanine
358,row2207,E347,row1606_M+H[1+];row2207_M+Na[1+],C02642;C00152,row2207,155.04298758909,43.1342277526855,0.0460423586814515,-2.650846354972827,M155.042988T43.1342,L-Asparagine,L-Asparagine
359,row2208,E604,row2208_M[1+];row2830_M+Na[1+],C00135,row2208,155.070243338747,475.875503540039,0.150180498418841,2.0065045091116707,M155.070243T475.8755,L-Histidine,L-Histidine
360,row2210,E359,row1609_M+H[1+];row1637_M(C13)+H[1+];row2210_M+Na[1+],C00077;C00515;C01602,row2210,155.079430235892,38.7590713500977,0.0642636230491837,-2.482275651531704,M155.07943T38.7591,Ornithine,Ornithine
360,row2210,E359,row1609_M+H[1+];row1637_M(C13)+H[1+];row2210_M+Na[1+],C00077;C00515;C01602,row2210,155.079430235892,38.7590713500977,0.0642636230491837,-2.482275651531704,M155.07943T38.7591,D-Ornithine,D-Ornithine
360,row2210,E359,row1609_M+H[1+];row1637_M(C13)+H[1+];row2210_M+Na[1+],C00077;C00515;C01602,row2210,155.079430235892,38.7590713500977,0.0642636230491837,-2.482275651531704,M155.07943T38.7591,"Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate",Ornithine
365,row2224,E71,row2224_M+HCOONa[1+];row362_M+H[1+];row809_M+Na[1+],C02218,row2224,156.027042431617,43.6677360534668,0.000751842622532,-4.309394811081971,M156.027042T43.6677,2-Aminoacrylate; Dehydroalanine,2-Aminoacrylate
366,row2224,E613,row2224_M+Na[1+],C00049;C00402,row2224,156.027042431617,43.6677360534668,0.000751842622532,-4.309394811081971,M156.027042T43.6677,L-Aspartate,L-Aspartate
366,row2224,E613,row2224_M+Na[1+],C00049;C00402,row2224,156.027042431617,43.6677360534668,0.000751842622532,-4.309394811081971,M156.027042T43.6677,D-Aspartate,D-Aspartate
367,row2227,E600,row2227_M+H[1+];row2250_M(C13)+H[1+];row2832_M+Na[1+],C00135,row2227,156.077070889441,42.6355895996094,0.0069673716303879,-3.4690721056826495,M156.077071T42.6356,L-Histidine,L-Histidine
368,row2229,E601,row2229_M+H[1+],C00135,row2229,156.076880642006,60.79345703125,0.0077339207149691,-3.428645218029281,M156.076881T60.7935,L-Histidine,L-Histidine
372,row2246,E617,row2246_M+Na[1+];row3483_M+HCOONa[1+],C01801,row2246,157.045954167722,42.0411605834961,0.9585961581658408,-0.095504050446118,M157.045954T42.0412_2,Deoxyribose,Deoxyribose
373,row2247,E620,row2247_M+Na[1+],C05649,row2247,157.049182603483,244.686492919922,0.0034364001408058,3.731308263133556,M157.049183T244.6865,"Dihydropteridine; 6,7-Dihydropteridine",Dihydropteridine
374,row2248,E621,row2248_M+H[1+],C03680,row2248,157.061102671033,44.210241317749,0.3188965365302878,1.4754745642443918,M157.061103T44.2102,4-Imidazolone-5-propanoate,4-Imidazolone-5-propanoate
375,row2250,E600,row2227_M+H[1+];row2250_M(C13)+H[1+];row2832_M+Na[1+],C00135,row2250,157.081229918887,42.44362449646,0.0022990272644989,-3.883958926986609,M157.08123T42.4436_3,L-Histidine,L-Histidine
377,row2252,E624,row2252_M+2H[2+];row2253_M+2H[2+];row7365_M+Na[1+];row8488_M+HCOONa[1+],C04717;C14827,row2252,157.122548989143,606.234100341797,0.9249909952666594,-0.1857058540742693,M157.122549T606.2341,"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid","(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid"
377,row2252,E624,row2252_M+2H[2+];row2253_M+2H[2+];row7365_M+Na[1+];row8488_M+HCOONa[1+],C04717;C14827,row2252,157.122548989143,606.234100341797,0.9249909952666594,-0.1857058540742693,M157.122549T606.2341,"9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid",9(S)-HPODE
379,row2253,E624,row2252_M+2H[2+];row2253_M+2H[2+];row7365_M+Na[1+];row8488_M+HCOONa[1+],C04717;C14827,row2253,157.122541708232,586.599365234375,0.0005415505293849,4.426399036091382,M157.122542T586.5994,"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid","(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid"
379,row2253,E624,row2252_M+2H[2+];row2253_M+2H[2+];row7365_M+Na[1+];row8488_M+HCOONa[1+],C04717;C14827,row2253,157.122541708232,586.599365234375,0.0005415505293849,4.426399036091382,M157.122542T586.5994,"9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid",9(S)-HPODE
381,row2265,E626,row2265_M+2H[2+];row6796_M+H[1+];row7404_M+Na[1+],C00341,row2265,158.041587134742,436.367523193359,0.9993957364135562,0.0017847052816943,M158.041587T436.3675,Geranyl diphosphate,Geranyl diphosphate
382,row2299,E384,row1722_M+H[1+];row1723_M+H[1+];row2299_M+Na[1+];row2300_M+Na[1+],C00262,row2299,159.028035060346,48.5593757629395,0.3789176347539717,-1.329737323530195,M159.028035T48.5594,Hypoxanthine,Hypoxanthine
384,row2300,E384,row1722_M+H[1+];row1723_M+H[1+];row2299_M+Na[1+];row2300_M+Na[1+],C00262,row2300,159.028020130114,65.4211502075195,0.681376346240834,-0.7076867016477303,M159.02802T65.4212_1,Hypoxanthine,Hypoxanthine
386,row2301,E385,row2301_M+Na[1+],C00262,row2301,159.029249054153,547.466064453125,0.4679538675006427,1.1408122324212715,M159.029249T547.4661,Hypoxanthine,Hypoxanthine
387,row2302,E642,row2302_M+H[1+],C01551,row2302,159.050524754437,34.1869239807129,0.6565209137313898,0.7572840054071593,M159.050525T34.1869_2,Allantoin; 5-Ureidohydantoin; Glyoxyldiureide,Allantoin
388,row2304,E645,row2304_M+Na[1+],C05650,row2304,159.063097124735,45.224817276001,0.7476597647405382,-0.5691975095339785,M159.063097T45.2248,"Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine",Tetrahydropteridine
389,row2305,E647,row2305_M+Na[1+];row2307_M+Na[1+],C05650,row2305,159.065280765179,320.480895996094,0.0035087761469497,-3.723705028009197,M159.065281T320.4809,"Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine",Tetrahydropteridine
390,row2306,E646,row2306_M+Na[1+],C05650,row2306,159.065499564214,208.418579101562,0.1843319446730248,-1.874582046550316,M159.0655T208.4186,"Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine",Tetrahydropteridine
391,row2307,E647,row2305_M+Na[1+];row2307_M+Na[1+],C05650,row2307,159.065714715893,294.865295410156,0.1478379533075599,-2.0164904605361285,M159.065715T294.8653,"Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine",Tetrahydropteridine
392,row2333,E648,row2333_M+H[1+];row2365_M(C13)+H[1+],C00637,row2333,160.075720383659,199.983901977539,0.5126888886718429,-1.0479349973351777,M160.07572T199.9839,Indole-3-acetaldehyde,Indole-3-acetaldehyde
393,row2334,E649,row2334_M+H[1+];row4136_M+HCOONa[1+],C00637,row2334,160.075779731718,291.525726318359,6.498414212922305e-05,5.325768667083785,M160.07578T291.5257,Indole-3-acetaldehyde,Indole-3-acetaldehyde
394,row2335,E650,row2335_M+H[1+],C00637,row2335,160.075976460329,381.035189582031,0.6653833681536008,-0.7380352293251925,M160.075976T381.0352,Indole-3-acetaldehyde,Indole-3-acetaldehyde
395,row2337,E127,row2337_M+H[1+],C03087,row2337,160.097117471364,144.72966003418,0.700835468325097,0.6646412730418915,M160.097117T144.7297,5-Acetamidopentanoate,5-Acetamidopentanoate
396,row2338,E128,row2338_M+H[1+];row4137_M+HCOONa[1+],C03087,row2338,160.095498906199,199.419281005859,0.6787603738407827,-0.712501217916147,M160.095499T199.4193,5-Acetamidopentanoate,5-Acetamidopentanoate
397,row2339,E129,row2339_M+H[1+],C03087,row2339,160.097160651718,221.71354675293,0.0001084445267412,5.088657158240735,M160.097161T221.7135,5-Acetamidopentanoate,5-Acetamidopentanoate
398,row2360,E656,row2360_M+H[1+];row2362_M+H[1+];row2953_M+Na[1+],C00322,row2360,161.044727398041,792.2421875,0.1595414216635119,1.968047472931473,M161.044727T792.2422,2-Oxoadipate,2-Oxoadipate
399,row2362,E656,row2360_M+H[1+];row2362_M+H[1+];row2953_M+Na[1+],C00322,row2362,161.044719121604,850.032775878906,0.3230995211134647,1.4638011504727086,M161.044719T850.0328,2-Oxoadipate,2-Oxoadipate
400,row2365,E648,row2333_M+H[1+];row2365_M(C13)+H[1+],C00637,row2365,161.079274792689,199.447372436523,0.4120187863100438,-1.2554980486975051,M161.079275T199.4474,Indole-3-acetaldehyde,Indole-3-acetaldehyde
401,row2397,E662,row2397_M+H[1+],C00956,row2397,162.076327925413,44.789966583252,0.0139444928436372,3.186447275332221,M162.076328T44.79,L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate,L-2-Aminoadipate
402,row2462,E567,row2462_M+H+Na[2+];row6543_M+H[1+],C00219,row2462,164.118058938793,43.255220413208,0.4928577498735512,1.0865540905766848,M164.118059T43.2552_2,arachidonic acid,arachidonic acid
403,row2484,E680,row2484_M+H[1+],C05838;C00811;C02763;C00166,row2484,165.054159957737,461.681457519531,0.5181235326786104,1.0357710937775175,M165.05416T461.6815,cis-2-Hydroxycinnamate; 2-Coumarinate,cis-2-Hydroxycinnamate
403,row2484,E680,row2484_M+H[1+],C05838;C00811;C02763;C00166,row2484,165.054159957737,461.681457519531,0.5181235326786104,1.0357710937775175,M165.05416T461.6815,4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate,4-Coumarate
403,row2484,E680,row2484_M+H[1+],C05838;C00811;C02763;C00166,row2484,165.054159957737,461.681457519531,0.5181235326786104,1.0357710937775175,M165.05416T461.6815,enol-Phenylpyruvate,enol-Phenylpyruvate
