massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row2946	412.75956	708.2490234	0.01838448	-3.088027832	M412.75956T708.249_1
row2947	412.7729624	699.5227051	0.795685756	-0.460992117	M412.772962T699.5227_1
row2948	412.7775139	730.6438599	0.130305933	-2.104720156	M412.777514T730.6439_2
row2949	412.8054278	768.7422485	0.119990187	-2.153503041	M412.805428T768.7422
row2950	412.8534699	39.89955139	0.464968207	1.142552418	M412.85347T39.8996_2
row2951	413.0053108	731.1135559	0.2953767	-1.544427936	M413.005311T731.1136_3
row2952	413.017827	61.70289612	0.167386776	-1.951418818	M413.017827T61.7029_2
row2953	413.2123437	198.3095856	0.125621145	-2.126144826	M413.212344T198.3096
row2954	413.2405869	675.0104675	0.749426113	0.564409558	M413.240587T675.0105
row2955	413.2597773	683.6782837	0.906680928	0.227914381	M413.259777T683.6783
row2956	413.260222	708.3572998	0.065180174	-2.487173842	M413.260222T708.3573_2
row2957	413.2747837	699.8187256	0.993710284	0.017638856	M413.274784T699.8187_2
row2958	413.2671253	754.9094849	0.717211774	0.626569976	M413.267125T754.9095_3
row2959	413.2791668	730.583313	0.018170972	-3.093612788	M413.279167T730.5833_5
row2960	413.2928529	595.6245728	0.246627039	1.690004725	M413.292853T595.6246
row2961	413.3413774	596.9828186	0.6812735	0.706599706	M413.341377T596.9828_1
row2962	413.7422134	675.0310364	0.839065525	0.37160113	M413.742213T675.031_1
row2963	413.7557163	708.3726807	0.965465769	-0.079565328	M413.755716T708.3727_1
row2964	413.7615507	683.2028809	0.615903659	-0.840812101	M413.761551T683.2029
row2965	413.7808072	730.774231	0.024566144	-2.964286177	M413.780807T730.7742_2
row2966	413.7794588	713.6568909	0.313801774	-1.491226968	M413.779459T713.6569_1
row2967	414.2191135	661.0531616	0.10953799	-2.207829524	M414.219114T661.0532
row2968	414.2185153	198.269722	0.110173491	-2.204006905	M414.218515T198.2697
row2969	414.2391859	491.0286865	0.835291545	0.378526453	M414.239186T491.0287
row2970	414.243721	674.8309326	0.584191071	0.906356716	M414.243721T674.8309_2
row2971	414.282561	731.0891724	0.001677708	-4.067474524	M414.282561T731.0892_3
row2972	414.7207714	661.0145874	0.302590636	-1.523875166	M414.720771T661.0146_1
row2973	414.7577102	708.4576721	0.481503499	-1.103440314	M414.75771T708.4577
row2974	414.7732738	731.7254028	0.003681157	-3.769895121	M414.773274T731.7254_1
row2975	414.8504353	39.87741675	0.816364001	0.412685187	M414.850435T39.8774
row2976	414.9812882	474.6673584	0.269279393	1.61928155	M414.981288T474.6674_1
row2977	415.2116471	474.6472168	0.234892809	1.731050195	M415.211647T474.6472_7
row2978	415.2115526	487.5992279	0.474710631	1.117549768	M415.211553T487.5992
row2979	415.2115709	461.2763519	0.073822645	2.423956807	M415.211571T461.2764
row2980	415.2220228	198.2603302	0.079887777	-2.385726363	M415.222023T198.2603
row2981	415.2210753	660.7177734	0.53889322	-0.992235925	M415.221075T660.7178_2
row2982	415.2412848	474.5935516	0.367682042	1.354468791	M415.241285T474.5936_8
row2983	415.275671	731.6399536	0.588873908	-0.896001529	M415.275671T731.64_2
row2984	415.4410679	474.6663818	0.111766449	2.192732742	M415.441068T474.6664_12
row2985	415.7540365	662.3500366	0.094999637	-2.286920756	M415.754036T662.35_1
row2986	415.7722555	704.1110229	0.291776096	-1.555846317	M415.772256T704.111_1
row2987	416.2149914	474.644928	0.245544459	1.693723353	M416.214991T474.6449_3
row2988	416.2150206	486.9614563	0.2953767	1.54412747	M416.215021T486.9615
row2989	416.2279762	239.0645981	0.510067796	-1.045967603	M416.227976T239.0646
row2990	416.2466868	614.035614	0.339239398	-1.42078273	M416.246687T614.0356
row2991	416.2558067	662.3385315	0.062665635	-2.51061139	M416.255807T662.3385_2
row2992	416.2739402	704.1073914	0.17839227	-1.907180528	M416.27394T704.1074_2
row2993	416.3734806	601.9282227	0.600422815	-0.872990075	M416.373481T601.9282
row2994	416.4453788	474.6472168	0.151270034	2.019298418	M416.445379T474.6472_5
row2995	416.7725177	575.2776489	0.883873809	-0.279080657	M416.772518T575.2776_1
row2996	416.779996	711.6098022	0.297964526	-1.535733673	M416.779996T711.6098_1
row2997	416.7800681	743.0286865	0.519223461	1.026786858	M416.780068T743.0287_1
row2998	417.0285245	48.09597969	0.407802124	1.256649807	M417.028524T48.096
row2999	417.2177504	474.6329041	0.235754975	1.727399115	M417.21775T474.6329
row3000	417.2175243	486.9680939	0.113926026	2.17992659	M417.217524T486.9681
row3001	417.2314564	239.0759125	0.772221643	0.509689493	M417.231456T239.0759
row3002	417.2640235	672.3857422	0.993710284	-0.018568113	M417.264023T672.3857_2
row3003	417.2816998	711.5507202	0.277090168	-1.593643042	M417.2817T711.5507_2
row3004	417.3362179	595.0355225	0.36433429	1.364974358	M417.336218T595.0355
row3005	417.7504364	683.2284241	0.684638843	-0.69952014	M417.750436T683.2284_1
row3006	417.7697151	702.3407898	0.101409328	-2.25214817	M417.769715T702.3408
row3007	417.7878964	756.4174805	0.004007579	-3.734091666	M417.787896T756.4175_1
row3008	417.7833276	711.7167358	0.369219722	-1.351284212	M417.783328T711.7167
row3009	418.2204131	474.6539917	0.122026434	2.142546423	M418.220413T474.654
row3010	418.2436412	197.0152893	0.08514497	-2.345834068	M418.243641T197.0153
row3011	418.2435469	491.0286865	0.010222017	3.356331285	M418.243547T491.0287_2
row3012	418.2506451	683.2230225	0.735200635	-0.591595571	M418.250645T683.223_2
row3013	418.2896377	756.0074158	0.005580663	-3.602344761	M418.289638T756.0074_2
row3014	418.7480508	669.7775269	0.051642663	-2.61135822	M418.748051T669.7775_1
row3015	418.7770059	711.9538879	0.296954182	-1.539854972	M418.777006T711.9539_1
row3016	418.7912458	756.0614929	0.003239955	-3.822076413	M418.791246T756.0615
row3017	418.8055689	752.1671143	0.220455017	1.772493272	M418.805569T752.1671_1
row3018	419.1831202	526.1804199	0.13677553	-2.080056629	M419.18312T526.1804
row3019	419.2498686	197.0570526	0.030013629	-2.879709542	M419.249869T197.0571
row3020	419.2497249	669.9395752	0.013181916	-3.235213566	M419.249725T669.9396_2
row3021	419.2788276	711.8759155	0.611321494	-0.851222008	M419.278828T711.8759_2
row3022	419.2922357	769.0463257	0.068459756	-2.461879079	M419.292236T769.0463
row3023	419.3156216	576.860199	0.909358095	0.222460923	M419.315622T576.8602
row3024	419.7497557	683.218689	0.361802989	-1.370569281	M419.749756T683.2187_1
row3025	419.7497406	669.7792969	0.010222017	-3.356298845	M419.749741T669.7793
row3026	419.7661765	730.6386719	0.235754975	-1.72674088	M419.766177T730.6387_1
row3027	419.7852064	756.6495361	0.001112053	-4.213127074	M419.785206T756.6495
row3028	420.2051409	490.4854431	0.000315422	4.737806112	M420.205141T490.4854
row3029	420.253407	196.6372986	0.003616638	-3.775780385	M420.253407T196.6373
row3030	420.26625	730.6199951	0.270762796	-1.616230574	M420.26625T730.62_2
row3031	420.287039	755.9550171	0.001089517	-4.223989146	M420.287039T755.955
row3032	420.2786095	604.4389038	0.384442307	1.314912567	M420.27861T604.4389_2
row3033	420.2898636	769.0681763	0.063168424	-2.504058814	M420.289864T769.0682
row3034	420.3005705	644.5665894	0.174196831	1.922627174	M420.300571T644.5666
row3035	420.7456791	683.2996216	0.770958554	-0.513614846	M420.745679T683.2996_1
row3036	420.7637137	730.6412659	0.232707682	-1.737474668	M420.763714T730.6413_2
row3037	420.791463	769.046814	0.066464422	-2.477970582	M420.791463T769.0468_1
row3038	420.8853438	39.32675552	0.959253059	-0.092662155	M420.885344T39.3268
row3039	421.2083335	490.4855042	0.000309901	4.75024794	M421.208333T490.4855
row3040	421.2270251	675.0089722	0.688551568	0.68884548	M421.227025T675.009_2
row3041	421.2473031	683.3499146	0.327853975	-1.450093339	M421.247303T683.3499_2
row3042	421.2653375	730.6295166	0.177188121	-1.912414569	M421.265338T730.6295_4
row3043	421.2919159	769.0414124	0.0558945	-2.568437864	M421.291916T769.0414_2
row3044	421.3661568	604.8680725	0.845968924	-0.353083484	M421.366157T604.8681
row3045	421.7287041	675.0270386	0.784422988	0.482389688	M421.728704T675.027_1
row3046	421.7469241	683.2044067	0.898667711	-0.244417084	M421.746924T683.2044
row3047	421.7655032	730.5540771	0.144560221	-2.048060546	M421.765503T730.5541_1
row3048	421.7715296	769.5863342	0.726957085	-0.608771798	M421.77153T769.5863_1
row3049	421.7828437	587.7388306	0.369645925	-1.349454582	M421.782844T587.7388_2
row3050	421.7933492	768.747467	0.059118638	-2.539657667	M421.793349T768.7475_1
row3051	422.2286671	675.0687256	0.404408151	1.265434045	M422.228667T675.0687_2
row3052	422.2662056	730.8362427	0.126428741	-2.122755912	M422.266206T730.8362_2
row3053	422.2732474	769.5892944	0.687679379	-0.69105898	M422.273247T769.5893_2
row3054	422.2846105	587.7628174	0.327853975	-1.449972724	M422.28461T587.7628_4
row3055	422.294255	617.2774963	0.949515192	0.118239964	M422.294255T617.2775
row3056	422.2987057	644.6087646	0.72353559	0.61670389	M422.298706T644.6088_2
row3057	422.2985598	583.2342529	0.01110717	-3.304237768	M422.29856T583.2343
row3058	422.3346614	584.7740479	0.710709262	0.640968753	M422.334661T584.774
row3059	422.761231	730.8873901	0.095184355	-2.28495539	M422.761231T730.8874_1
row3060	422.761873	664.7853088	1.49e-06	-6.683020213	M422.761873T664.7853_1
row3061	422.761874	677.7734985	0.896213646	-0.249877861	M422.761874T677.7735_2
row3062	422.7746605	769.5899353	0.783108831	-0.484425082	M422.77466T769.5899_1
row3063	422.786243	587.9266357	0.264292558	-1.635382556	M422.786243T587.9266_1
row3064	423.2635893	665.2137451	1.49e-06	-6.563971876	M423.263589T665.2137_2
row3065	423.2631044	731.0183105	0.300187303	-1.530695914	M423.263104T731.0183_2
row3066	423.2635949	677.43927	0.472481809	-1.124346028	M423.263595T677.4393_2
row3067	423.2877336	587.8546753	0.659451932	-0.751196502	M423.287734T587.8547_2
row3068	423.2975645	617.2685547	0.933378848	0.163743902	M423.297565T617.2686
row3069	423.3469648	591.2579346	0.306948135	1.512267225	M423.346965T591.2579
row3070	423.7652103	665.1157227	0.000702724	-4.406068653	M423.76521T665.1157
row3071	423.7664115	678.3876343	0.010611674	-3.339202231	M423.766412T678.3876
row3072	423.7625633	730.6777344	0.606778047	-0.860624502	M423.762563T730.6777
row3073	423.778966	587.7947388	0.802034562	-0.443267969	M423.778966T587.7947_1
row3074	423.8479734	775.7458191	0.950248065	-0.114629734	M423.847973T775.7458
row3075	424.2807578	587.7172852	0.774630175	-0.506289542	M424.280758T587.7173_2
row3076	424.296091	676.5041504	0.588873908	-0.895885501	M424.296091T676.5042
row3077	424.3009322	617.2894287	0.844075937	0.358205832	M424.300932T617.2894
row3078	424.3505845	591.3104858	0.539408744	0.990782034	M424.350584T591.3105
row3079	424.5400802	723.7746277	0.010004078	-3.366471408	M424.54008T723.7746_1
row3080	424.777518	723.7881775	0.000728938	-4.383475703	M424.777518T723.7882_2
row3081	424.7976994	676.2250671	0.910002495	0.22115976	M424.797699T676.2251
row3082	425.0151214	723.8954773	0.000988224	-4.268182704	M425.015121T723.8955_3
row3083	425.1271655	483.210434	0.594200538	0.884565881	M425.127165T483.2104_1
row3084	425.2601033	677.2518311	0.467225981	1.136337161	M425.260103T677.2518
row3085	425.2792391	723.7109985	0.000728938	-4.383789405	M425.279239T723.711_5
row3086	425.2766472	757.1820374	0.028478593	-2.901994154	M425.276647T757.182
row3087	425.3627383	597.5007935	0.847839214	-0.348438637	M425.362738T597.5008
row3088	425.7749355	249.735199	0.187139599	-1.878043181	M425.774935T249.7352_1
row3089	425.7853856	745.7845154	0.050267559	-2.627914835	M425.785386T745.7845_2
row3090	425.7808809	723.7081909	0.002867577	-3.859434702	M425.780881T723.7082_2
row3091	426.2824999	723.8318481	0.001059086	-4.238682844	M426.2825T723.8318_3
row3092	426.2871247	745.9307861	0.056248387	-2.565127424	M426.287125T745.9308_4
row3093	426.7757709	758.1825867	0.012159768	-3.26976253	M426.775771T758.1826_1
row3094	426.7734475	723.8729248	0.005803419	-3.589129521	M426.773447T723.8729
row3095	426.7887129	745.8561096	0.055079783	-2.579127848	M426.788713T745.8561_1
row3096	427.251482	597.2082825	0.051402853	2.615383391	M427.251482T597.2083
row3097	427.2557276	713.2883606	0.306612311	-1.51406552	M427.255728T713.2884
row3098	427.2730453	599.3703308	0.006631235	3.532124408	M427.273045T599.3703
row3099	427.2757097	723.45401	0.051402853	-2.614868151	M427.27571T723.454
row3100	427.2903032	746.064209	0.114313936	-2.177799453	M427.290303T746.0642_2
row3101	427.7714806	758.3816528	0.000379244	-4.641491641	M427.771481T758.3817_1
row3102	428.1099084	507.1897888	0.000702724	-4.404914448	M428.109908T507.1898
row3103	428.2536942	597.1191406	0.046225477	2.671573849	M428.253694T597.1191_1
row3104	428.2732948	758.2459106	0.000528877	-4.510717328	M428.273295T758.2459_2
row3105	428.7800697	703.7598267	0.319918976	-1.476446039	M428.78007T703.7598_1
row3106	429.2709795	587.7922974	0.295042812	-1.545912064	M429.270979T587.7923_2
row3107	429.2817474	703.8234253	0.661087423	-0.748337718	M429.281747T703.8234_2
row3108	429.3064336	651.8717041	0.776940013	0.500170103	M429.306434T651.8717_3
row3109	429.3363138	593.0370483	0.983749459	0.038055065	M429.336314T593.037
row3110	429.7503933	677.4354858	0.647560559	-0.779591945	M429.750393T677.4355
row3111	429.7878102	742.9016724	0.467225981	-1.136356155	M429.78781T742.9017_1
row3112	429.7875064	719.0900879	0.4676808	-1.135328223	M429.787506T719.0901_1
row3113	429.7834016	703.9082336	0.619682609	0.833034263	M429.783402T703.9082
row3114	430.2436335	267.2766418	0.432592402	-1.20731393	M430.243633T267.2766_2
row3115	430.2888547	719.1022339	0.73211156	-0.600508854	M430.288855T719.1022_2
row3116	430.3142414	676.3440552	0.674808412	-0.722363892	M430.314241T676.3441
row3117	430.6714663	37.66331291	0.05804463	-2.548783233	M430.671466T37.6633_1
row3118	430.7774939	707.276001	0.314542885	-1.489321847	M430.777494T707.276
row3119	430.8156566	676.2501221	0.808255047	0.430706583	M430.815657T676.2501_1
row3120	430.8834268	37.65221405	0.46961976	1.130562907	M430.883427T37.6522_2
row3121	430.9141001	38.17798042	0.891014949	-0.259300756	M430.9141T38.178_3
row3122	430.9445073	37.66707039	0.86218183	-0.318042897	M430.944507T37.6671_4
row3123	431.1566148	37.6675415	0.591120125	-0.891868077	M431.156615T37.6675_5
row3124	431.2471063	267.1190033	0.451613039	-1.171412585	M431.247106T267.119
row3125	431.2497659	665.192688	0.008714595	-3.425792445	M431.249766T665.1927_2
row3126	431.3518247	597.0351257	0.546107121	0.977369942	M431.351825T597.0351
row3127	431.9175423	38.123703	0.833766531	-0.381568501	M431.917542T38.1237
row3128	432.2381986	474.6539917	0.225895699	1.756117119	M432.238199T474.654_3
row3129	432.2663534	723.8196411	0.033263186	-2.825723205	M432.266353T723.8196_2
row3130	432.3552986	597.0415344	0.792164944	0.467565892	M432.355299T597.0415
row3131	432.7579042	686.985321	0.96030301	0.090451863	M432.757904T686.9853_1
row3132	432.9184741	38.01130104	0.923545461	-0.181334061	M432.918474T38.0113
row3133	433.241593	474.6497192	0.212521463	1.794871567	M433.241593T474.6497
row3134	433.2632061	578.6114502	0.770120004	0.516564053	M433.263206T578.6115
row3135	433.2643903	616.5536194	0.169309159	1.943751089	M433.26439T616.5536_2
row3136	433.3675165	602.212738	0.58758	-0.898787973	M433.367517T602.2127
row3137	433.7655402	723.4522705	0.019604792	-3.060367097	M433.76554T723.4523_1
row3138	434.1812047	511.6621094	0.938721782	-0.148894033	M434.181205T511.6621
row3139	434.2208291	490.4768372	0.012395154	3.259970113	M434.220829T490.4768_1
row3140	434.2662493	723.3364258	0.043371329	-2.700760019	M434.266249T723.3364_2
row3141	434.3166659	739.4709778	0.844075937	-0.35996067	M434.316666T739.471
row3142	434.3381163	616.9366455	0.623386242	0.826006462	M434.338116T616.9366
row3143	434.7619737	659.3919678	0.000110581	-5.20640931	M434.761974T659.392_1
row3144	434.7616805	723.4812927	0.020766289	-3.035008619	M434.761681T723.4813_1
row3145	435.1743627	511.6636353	0.645044947	0.784525479	M435.174363T511.6636
row3146	435.2240634	490.4768372	0.008208135	3.457124955	M435.224063T490.4768_2
row3147	435.2426767	713.3502197	0.970188231	-0.070487578	M435.242677T713.3502
row3148	435.2636856	659.3890991	0.000138223	-5.075018364	M435.263686T659.3891_2
row3149	435.3331341	440.5467529	0.144560221	-2.049467631	M435.333134T440.5468
row3150	435.3817193	613.0359497	0.605524901	-0.863880099	M435.381719T613.0359
row3151	435.7444033	713.2349243	0.379442814	1.326569646	M435.744403T713.2349_1
row3152	435.7697996	680.6983032	0.245544459	-1.69378704	M435.7698T680.6983_1
row3153	436.2713938	680.7854614	0.012159768	-3.269656486	M436.271394T680.7855_2
row3154	436.3423015	5.61716795	0.170762751	-1.937579328	M436.342302T5.6172
row3155	436.342326	27.95907974	0.369231167	-1.350982267	M436.342326T27.9591
row3156	436.7730275	680.7838135	0.080934614	-2.377426135	M436.773028T680.7838
row3157	436.7776027	713.4459839	0.004408096	-3.692286906	M436.777603T713.446_1
row3158	436.9454456	474.6911621	0.311221705	1.500109441	M436.945446T474.6912_1
row3159	437.1935591	474.6329041	0.285981569	1.570321796	M437.193559T474.6329_3
row3160	437.1936274	487.4947815	0.029777763	2.882872023	M437.193627T487.4948
row3161	437.279283	713.4180908	0.006056441	-3.569305057	M437.279283T713.4181_2
row3162	437.3618141	595.8624878	0.833766531	0.381874569	M437.361814T595.8625
row3163	437.441485	474.6641083	0.170750892	1.939129288	M437.441485T474.6641_4
row3164	437.7854484	727.5374146	0.455541277	-1.164756134	M437.785448T727.5374_1
row3165	437.7811053	713.273407	0.002264448	-3.947050504	M437.781105T713.2734_1
row3166	437.7855999	742.9121704	0.000709419	-4.396351793	M437.7856T742.9122_1
row3167	438.1787088	490.4877625	0.017258799	3.117411426	M438.178709T490.4878_1
row3168	438.1970841	486.9594116	0.055883928	2.568952912	M438.197084T486.9594
row3169	438.1969913	474.6592712	0.263960093	1.637871333	M438.196991T474.6593
row3170	438.2154114	490.4732361	0.000426389	4.579002899	M438.215411T490.4732_2
row3171	438.2873292	742.9247437	0.000676486	-4.420880219	M438.287329T742.9247_2
row3172	438.2871457	727.5152588	0.300391719	-1.530043463	M438.287146T727.5153_2
row3173	439.1998687	474.7342682	0.248470196	1.683789211	M439.199869T474.7343
row3174	439.2186119	490.467041	0.012569998	3.253023275	M439.218612T490.467
row3175	439.2756586	713.6001587	0.528999563	-1.01048282	M439.275659T713.6002
row3176	439.2731791	595.8354492	0.5083363	1.049799978	M439.273179T595.8354
row3177	439.3094868	599.3842468	0.002332175	3.934386998	M439.309487T599.3842
row3178	440.2025877	474.6483917	0.167386776	1.951621441	M440.202588T474.6484
row3179	440.2670046	617.2749023	0.601743586	-0.870891752	M440.267005T617.2749
row3180	440.2767594	595.8325195	0.947098783	-0.124753908	M440.276759T595.8325
row3181	441.2264131	474.6717529	0.177265666	1.911465145	M441.226413T474.6718_2
row3182	441.324135	614.3423462	0.750206189	-0.562714253	M441.324135T614.3423
row3183	441.3940708	603.9094849	0.917417458	0.202412545	M441.394071T603.9095
row3184	441.7880806	234.7532883	0.36433429	-1.364086645	M441.788081T234.7533_1
row3185	442.2626382	617.2749023	0.750952878	0.560472772	M442.262638T617.2749
row3186	442.2897595	234.8457642	0.420047105	-1.231722021	M442.28976T234.8458_2
row3187	442.2961915	652.1657715	0.485481433	-1.095800358	M442.296191T652.1658
row3188	442.4165835	523.5021362	0.891014949	0.260254666	M442.416583T523.5021
row3189	442.7912861	234.785347	0.478590924	-1.109161712	M442.791286T234.7853
row3190	442.797804	652.2503052	0.707982674	-0.646495959	M442.797804T652.2503_1
row3191	442.8127993	644.5601196	0.891014949	0.261295418	M442.812799T644.5601
row3192	443.2682031	602.0502319	0.914507464	-0.211795656	M443.268203T602.0502
row3193	443.3040097	676.0168457	0.584318256	-0.905208661	M443.30401T676.0168
row3194	443.3133848	585.491333	0.45753966	1.159864046	M443.313385T585.4913_1
row3195	443.8055674	676.0404053	0.713144401	-0.636993595	M443.805567T676.0404_1
row3196	443.8664057	599.2596436	0.022161856	3.007236529	M443.866406T599.2596
row3197	444.2383813	162.2958679	0.79942337	0.450753733	M444.238381T162.2959
row3198	444.2715519	602.0524292	0.948313357	-0.120903282	M444.271552T602.0524
row3199	444.3300146	713.5646973	0.059303352	-2.538080416	M444.330015T713.5647_3
row3200	445.0797067	506.639801	0.676200447	0.718847765	M445.079707T506.6398
row3201	445.3664441	597.2801208	0.784541622	0.480979072	M445.366444T597.2801
row3202	446.2387007	216.6474762	0.051576244	-2.612544253	M446.238701T216.6475
row3203	446.2530554	474.7261963	0.503749907	-1.060001218	M446.253055T474.7262
row3204	446.6707471	44.93779564	0.08047596	-2.382102739	M446.670747T44.9378
row3205	446.8881532	38.2091217	0.105819978	-2.230568346	M446.888153T38.2091
row3206	447.3469737	593.7290649	0.560478773	0.951152868	M447.346974T593.7291
row3207	447.3470774	635.0601196	0.695914784	-0.672361939	M447.347077T635.0601
row3208	447.891687	38.20718002	0.167599095	-1.950284504	M447.891687T38.2072
row3209	448.3503987	593.7566528	0.477682759	1.113094749	M448.350399T593.7567
row3210	448.6679065	44.78354454	0.119990187	-2.153158145	M448.667907T44.7835
row3211	448.8858281	38.2091217	0.271352309	-1.61456533	M448.885828T38.2091_1
row3212	449.1850203	491.0219879	0.012159768	3.269175617	M449.18502T491.022
row3213	449.3627856	597.8053589	0.466691397	1.138690566	M449.362786T597.8054
row3214	449.7819457	639.1320801	0.019214972	-3.069104853	M449.781946T639.1321_1
row3215	450.2044514	511.5392151	0.023806122	2.978999839	M450.204451T511.5392
row3216	450.3258129	637.7250366	0.273601244	1.603337237	M450.325813T637.725
row3217	450.3663006	597.7016602	0.427916477	1.215453804	M450.366301T597.7017
row3218	451.3784398	601.9200745	0.733444493	0.597045882	M451.37844T601.9201
row3219	452.1935004	491.0286865	0.044022086	2.694597051	M452.1935T491.0287
row3220	452.2313273	490.4691162	0.001328699	4.155403938	M452.231327T490.4691
row3221	452.2915343	675.9642334	0.924726527	0.178958224	M452.291534T675.9642_2
row3222	452.3818892	601.7565918	0.989131251	-0.027413117	M452.381889T601.7566
row3223	452.6622498	45.78961945	0.491094664	-1.083334163	M452.66225T45.7896
row3224	452.8014167	718.625	0.035013217	2.802725918	M452.801417T718.625
row3225	453.1839476	613.7564392	0.903786067	-0.232438043	M453.183948T613.7564
row3226	453.2165115	490.4858398	0.03397345	2.816775799	M453.216511T490.4858_1
row3227	453.2342086	490.4688721	0.004115792	3.724508012	M453.234209T490.4689_2
row3228	453.3030152	718.494812	0.281399455	1.583682012	M453.303015T718.4948
row3229	453.3438548	315.6759949	0.99763542	0.003893938	M453.343855T315.676
row3230	453.3945217	610.170166	0.750952878	-0.560500913	M453.394522T610.1702
row3231	453.7852303	772.2952271	0.937847787	-0.150566267	M453.78523T772.2952
row3232	454.3013942	534.949646	0.472481809	-1.124563656	M454.301394T534.9496
row3233	454.7028851	41.00047302	0.95497	-0.103376439	M454.702885T41.0005_1
row3234	454.9125902	36.04295731	0.005580663	3.602715903	M454.91259T36.043
row3235	455.1597419	511.7030334	0.041726467	2.719068075	M455.159742T511.703
row3236	456.2747364	507.321228	0.263247659	1.639831999	M456.274736T507.3212
row3237	456.2910018	643.9110413	0.435055252	1.20308859	M456.291002T643.911_2
row3238	456.3119789	680.767395	0.38932936	-1.304615086	M456.311979T680.7674
row3239	456.7000772	41.06959343	0.468855381	1.133410999	M456.700077T41.0696
row3240	456.7513949	740.0924377	0.629480579	0.815671433	M456.751395T740.0924_1
row3241	457.2464037	595.8297424	0.947098783	-0.123753602	M457.246404T595.8297
row3242	457.2660327	259.2935791	0.947098783	-0.124920403	M457.266033T259.2936
row3243	457.3197414	713.5720825	0.350990735	-1.393310984	M457.319741T713.5721
row3244	457.7592124	753.1082153	0.275297673	1.597790905	M457.759212T753.1082_1
row3245	457.8118385	690.8806152	0.795685756	0.459237414	M457.811839T690.8806_1
row3246	457.8346744	47.59069824	0.818943053	0.40781895	M457.834674T47.5907
row3247	458.2538661	474.5903625	0.01675295	3.131355922	M458.253866T474.5904
row3248	458.2695503	259.3628235	0.466691397	1.138908457	M458.26955T259.3628
row3249	458.3625896	628.3632813	0.50170716	-1.06446038	M458.36259T628.3633
row3250	458.6971888	41.02512741	0.771251803	0.512801468	M458.697189T41.0251
row3251	458.7715166	724.4928894	0.584318256	-0.905344171	M458.771517T724.4929_1
row3252	458.819673	718.7366028	0.009111956	3.406384026	M458.819673T718.7366_1
row3253	459.2580164	474.6664124	0.336251467	-1.427801128	M459.258016T474.6664_2
row3254	459.3449471	598.1637573	0.257359005	1.657235024	M459.344947T598.1638
row3255	460.2696941	474.6951447	0.041030123	2.727348135	M460.269694T474.6951
row3256	460.3483716	598.2590942	0.173195073	1.926545811	M460.348372T598.2591
row3257	460.6942145	40.97817612	0.68213644	-0.704080881	M460.694215T40.9782_1
row3258	461.1944403	491.0286865	0.012548539	3.254214452	M461.19444T491.0287
row3259	461.2731516	474.6911621	0.104302497	2.237844788	M461.273152T474.6912_2
row3260	461.2943885	591.7380676	0.686103155	0.694065937	M461.294388T591.7381
row3261	462.2664696	768.0030518	0.426764693	-1.217610376	M462.26647T768.0031
row3262	462.2974106	591.6140137	0.262452877	1.642959189	M462.297411T591.614
row3263	462.7331882	663.0297852	0.374543649	-1.336444127	M462.733188T663.0298_1
row3264	462.8041144	706.4404297	0.237742011	-1.71950437	M462.804114T706.4404_1
row3265	463.2349268	663.005127	0.811212615	0.421167271	M463.234927T663.0051_2
row3266	463.2741596	643.9836426	0.569635357	0.931114859	M463.27416T643.9836_2
row3267	463.2733672	586.5333862	0.036213436	2.78668511	M463.273367T586.5334
row3268	463.3099486	597.0952454	0.963715242	-0.082900548	M463.309949T597.0952
row3269	463.7409897	691.5576782	0.03397345	2.816526915	M463.74099T691.5577
row3270	464.0304475	37.63547897	0.200997831	-1.831047276	M464.030448T37.6355
row3271	464.2426347	691.4572144	0.008854332	3.418745623	M464.242635T691.4572
row3272	464.2762939	644.0149841	0.265560606	1.631457014	M464.276294T644.015_2
row3273	464.2768372	586.2181396	0.161182999	1.976372821	M464.276837T586.2181
row3274	464.3139447	672.4404583	0.908156849	0.224465901	M464.313945T672.4405_2
row3275	464.3506429	707.9177246	0.00466449	-3.667724367	M464.350643T707.9177
row3276	464.7317357	40.93705177	0.407802124	1.256274964	M464.731736T40.9371
row3277	464.7490012	718.3996887	0.008653628	3.431020173	M464.749001T718.3997_1
row3278	465.250499	718.3981628	0.00909437	3.407738683	M465.250499T718.3982_2
row3279	465.2889439	599.4989319	0.569635357	0.931288129	M465.288944T599.4989
row3280	465.3252563	604.4284058	0.187146343	1.877692251	M465.325256T604.4284
row3281	465.3923831	600.1625671	0.274423963	1.60090032	M465.392383T600.1626
row3282	466.2925739	599.4799805	0.655586464	0.762505076	M466.292574T599.48_1
row3283	466.7288484	40.93696213	0.392230855	1.298115033	M466.728848T40.937
row3284	467.2443218	597.1780701	0.078176204	2.394849631	M467.244322T597.1781
row3285	467.2322053	490.4857178	0.000996912	4.258996772	M467.232205T490.4857
row3286	468.7259525	40.9396019	0.3958798	1.284655316	M468.725953T40.9396
row3287	468.7513545	708.2330627	0.200997831	-1.830859507	M468.751355T708.2331_1
row3288	468.8155628	40.32382965	0.560694909	0.950304086	M468.815563T40.3238
row3289	469.2531759	708.2473145	0.745897383	-0.570936146	M469.253176T708.2473_2
row3290	469.2551093	768.9956055	0.216951269	-1.781958316	M469.255109T768.9956
row3291	469.2624039	534.7974243	0.520183023	1.025310018	M469.262404T534.7974
